make,model,manufactured,type_of_vehicle,transmission,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,price,reg_year,almost new car,coe car,consignment car,direct owner sale,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
37,390,2016.0,7,0,85.0,2,1197.0,2.0,15190.0,55200,508.0,19465.0,100000.0,18689.0,13689.0,2,37800.0,2016,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,178,2011.0,5,0,90.0,2,1598.0,4.0,11480.0,42283,1039.0,29030.0,125181.0,27381.0,27381.0,2,78800.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40,53,2018.0,3,0,121.0,2,1598.0,2.0,14950.0,38389,742.0,39402.0,67600.0,32982.0,38175.0,2,75888.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,201,2016.0,7,0,177.0,2,1999.0,1.0,22140.0,53300,1212.0,49794.0,98226.0,46235.0,56729.0,2,93800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,60,2018.0,1,0,185.0,3,1998.0,3.0,19900.0,32000,1210.0,67531.0,79850.0,58255.0,76859.0,2,123800.0,2018,0,0,0,0,1,0,0,0,1,0,0,0,0,0
55,521,2016.0,7,0,180.0,2,1969.0,1.0,18090.0,54200,1176.0,37996.0,104000.0,36151.0,42612.0,2,62800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,272,2012.0,5,0,323.0,2,4691.0,5.0,19940.0,80583,6539.0,62148.0,92300.0,115425.0,115425.0,2,153800.0,2012,0,1,0,0,0,0,1,0,0,1,0,0,0,0
46,318,2018.0,5,0,213.0,2,1984.0,2.0,24890.0,39406,1194.0,44547.0,56500.0,28902.0,32463.0,2,143800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,446,2019.0,6,0,95.0,2,1496.0,2.0,13740.0,47000,682.0,37716.0,35286.0,20745.0,6043.0,2,100000.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22,161,2018.0,2,0,93.0,2,1591.0,1.0,14400.0,23741,738.0,19809.0,63155.0,13970.0,13970.0,2,67800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,43,2014.0,1,0,135.0,2,1997.0,1.0,18960.0,75002,1210.0,27079.0,138000.0,38694.0,41172.0,2,37000.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,265,2009.0,5,0,155.0,2,1984.0,3.0,15320.0,37941,1791.0,20010.0,178000.0,30554.0,29844.0,2,80800.0,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,502,2016.0,7,0,96.0,2,1496.0,3.0,12770.0,53694,682.0,15720.0,102000.0,19752.0,9752.0,2,29500.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,286,2014.0,5,0,266.0,3,2016.0,6.0,100390.0,78004,1232.0,96848.0,81568.0,126511.0,179720.0,2,179800.0,2015,0,0,0,0,1,0,1,0,1,0,0,0,0,0
52,507,2009.0,3,0,97.0,2,1794.0,4.0,11430.0,31335,1458.0,14260.0,176000.0,18803.0,18803.0,2,52000.0,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,161,2018.0,2,0,93.0,2,1591.0,3.0,17460.0,25000,738.0,24217.0,124000.0,17844.0,17844.0,2,90800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,503,2018.0,2,0,79.0,2,1496.0,1.0,14650.0,28457,682.0,22868.0,52526.0,15126.0,15126.0,2,70800.0,2018,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,124,2016.0,2,0,57.0,2,1193.0,1.0,12940.0,46009,506.0,10326.0,98000.0,13367.0,5000.0,2,23800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,88,2007.0,5,0,261.0,2,3824.0,3.0,44790.0,51850,5511.0,18382.0,118000.0,161330.0,177463.0,2,158800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41,332,2023.0,7,0,324.0,2,2894.0,1.0,42050.0,110001,2262.0,245770.0,2000.0,96519.0,188861.0,2,458000.0,2023,1,0,0,0,0,0,1,0,1,1,1,0,0,0
16,502,2017.0,7,0,112.0,3,1496.0,1.0,14710.0,48109,682.0,18724.0,95000.0,25115.0,5000.0,2,49800.0,2017,0,0,0,1,1,0,0,0,1,0,0,0,0,0
52,447,2019.0,3,0,73.0,3,1496.0,1.0,15750.0,38504,682.0,37609.0,43100.0,25658.0,17922.0,2,107800.0,2020,0,0,0,0,1,0,0,0,1,1,0,0,0,0
54,482,2015.0,7,0,118.0,2,1390.0,2.0,16560.0,57501,620.0,24025.0,149252.0,26399.0,28959.0,2,37800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,181,2017.0,2,0,96.0,2,1598.0,1.0,15370.0,42902,742.0,23225.0,75000.0,19990.0,14990.0,2,55800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,57,2010.0,1,0,150.0,2,2497.0,4.0,12650.0,40014,2514.0,25236.0,169000.0,43766.0,43766.0,2,79800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,135,2018.0,0,0,77.0,2,1197.0,2.0,16260.0,25000,508.0,24790.0,28000.0,20030.0,20042.0,2,80000.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22,471,2019.0,7,0,88.0,2,998.0,2.0,13810.0,32000,392.0,23583.0,65000.0,17632.0,7632.0,2,80888.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,513,2021.0,7,0,100.0,2,1499.0,2.0,19190.0,61001,684.0,78678.0,25000.0,39341.0,47078.0,2,160000.0,2021,0,0,0,1,0,0,1,0,1,0,0,0,0,0
52,278,2015.0,7,0,111.0,2,1986.0,2.0,18240.0,58109,1196.0,21084.0,140000.0,27446.0,25425.0,2,35000.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,116,2017.0,1,0,135.0,2,1991.0,3.0,20750.0,52000,1202.0,45655.0,48000.0,45625.0,50875.0,2,85800.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,382,2017.0,7,0,85.0,2,999.0,3.0,15230.0,36890,392.0,31582.0,115000.0,26192.0,28669.0,2,67800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,152,2006.0,1,0,108.0,2,1998.0,4.0,12510.0,48479,1815.0,9497.0,173000.0,27853.0,30639.0,2,24500.0,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,499,2010.0,3,0,206.0,2,3456.0,6.0,14810.0,32914,4340.0,20181.0,124000.0,49213.0,49213.0,2,90800.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,383,2020.0,7,0,110.0,2,1395.0,2.0,20140.0,35889,624.0,44765.0,15000.0,27746.0,30845.0,2,136800.0,2020,0,0,0,0,0,0,1,0,1,1,0,0,0,0
34,310,2016.0,2,0,86.0,2,1590.0,4.0,19920.0,48000,738.0,20206.0,97500.0,13250.0,13250.0,2,57500.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,447,2019.0,3,0,79.0,2,1496.0,1.0,15470.0,26170,682.0,24960.0,91423.0,19166.0,19166.0,2,77800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,509,2021.0,7,0,200.0,2,1995.0,1.0,24320.0,60001,1208.0,76697.0,66000.0,39760.0,47664.0,2,189800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47,358,2021.0,2,0,110.0,3,1498.0,2.0,17160.0,82801,684.0,69927.0,31000.0,24649.0,11509.0,2,132800.0,2021,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52,181,2018.0,2,0,96.0,2,1598.0,2.0,14450.0,30209,742.0,26349.0,72211.0,19741.0,19741.0,2,69800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51,504,2016.0,7,0,88.0,2,1586.0,1.0,12690.0,52503,736.0,19479.0,150000.0,18885.0,13885.0,2,33888.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,207,2017.0,1,0,135.0,2,1991.0,1.0,26800.0,34509,1202.0,59368.0,18500.0,49739.0,61635.0,2,156800.0,2019,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3,411,2021.0,5,0,331.0,2,2894.0,2.0,38690.0,113881,2262.0,187150.0,10000.0,82267.0,120988.0,2,388000.0,2022,0,0,0,0,0,0,1,0,1,0,1,0,0,0
16,165,2007.0,5,1,165.0,2,1998.0,4.0,26160.0,51850,1815.0,18382.0,155000.0,31726.0,34899.0,2,92800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31,116,2021.0,7,0,225.0,2,1991.0,1.0,25740.0,80210,1202.0,100063.0,31138.0,44044.0,53662.0,2,218800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,446,2017.0,6,0,97.0,2,1496.0,2.0,14360.0,42801,682.0,24192.0,141932.0,18928.0,13928.0,2,57800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,310,2006.0,2,1,79.0,2,1584.0,4.0,10260.0,46077,1101.0,8306.0,152000.0,11595.0,12755.0,2,18500.0,2006,0,1,0,0,0,0,1,0,0,1,0,0,0,0
31,116,2019.0,1,0,120.0,2,1332.0,3.0,20420.0,37900,586.0,53207.0,70000.0,36352.0,42893.0,2,134800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,279,2016.0,7,0,88.0,2,1497.0,4.0,16350.0,45504,684.0,19639.0,90000.0,21083.0,21517.0,2,38800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,207,2019.0,1,0,145.0,2,1991.0,2.0,23670.0,48010,1202.0,74254.0,43500.0,55707.0,72273.0,2,152800.0,2019,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,96,2019.0,5,0,225.0,2,1991.0,2.0,27160.0,60001,1202.0,84432.0,33035.0,46751.0,57452.0,2,215888.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27,248,2016.0,1,0,243.0,2,2979.0,2.0,27630.0,49000,2362.0,76077.0,58261.0,83464.0,122236.0,2,111000.0,2016,0,0,0,1,0,0,1,0,1,0,0,0,0,0
31,143,2018.0,1,0,145.0,3,1497.0,1.0,22010.0,39728,684.0,56492.0,76000.0,43389.0,52745.0,2,134800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,459,2017.0,7,0,147.0,0,2199.0,3.0,16560.0,49802,2126.0,40288.0,151000.0,33298.0,38618.0,2,69800.0,2017,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,95,2016.0,1,0,92.0,2,1395.0,5.0,14460.0,51506,624.0,21396.0,108000.0,25074.0,17104.0,2,39800.0,2016,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5,513,2023.0,7,0,90.0,2,1499.0,1.0,19420.0,105000,684.0,116059.0,7786.0,36246.0,42745.0,2,198388.0,2023,1,0,0,0,0,0,1,0,1,0,0,0,0,0
31,116,2018.0,1,0,145.0,3,1497.0,2.0,20340.0,39889,684.0,75821.0,50000.0,52954.0,67318.0,2,162803.0,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,161,2017.0,2,0,95.0,2,1591.0,2.0,11870.0,36001,738.0,19461.0,112800.0,11791.0,11791.0,2,44800.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
54,265,2015.0,0,0,90.0,2,1395.0,3.0,16760.0,67749,624.0,7103.0,109881.0,19244.0,5000.0,2,13888.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,447,2016.0,3,0,80.0,2,1496.0,3.0,15100.0,51106,682.0,21114.0,122849.0,21041.0,11458.0,2,47800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34,310,2007.0,2,0,80.0,2,1499.0,3.0,12660.0,41994,1026.0,14531.0,132339.0,16205.0,17826.0,2,43800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,177,2012.0,5,0,373.0,2,3993.0,4.0,30210.0,109948,4728.0,97086.0,76000.0,192406.0,192406.0,2,266800.0,2013,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5,39,2010.0,5,0,225.0,2,2979.0,5.0,16630.0,32914,3307.0,19748.0,153864.0,60121.0,60121.0,2,99800.0,2011,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24,201,2017.0,7,0,110.0,0,1999.0,4.0,14960.0,50526,1812.0,46187.0,137500.0,42996.0,52195.0,2,70500.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,142,2012.0,1,0,115.0,2,1597.0,6.0,11910.0,56670,965.0,43706.0,120000.0,30319.0,30319.0,2,91888.0,2012,0,1,0,0,0,0,1,0,0,1,0,0,0,0
32,280,2020.0,7,0,119.0,2,1490.0,1.0,16900.0,35001,680.0,37224.0,68086.0,20773.0,21083.0,2,114000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,267,2019.0,2,0,97.0,2,1496.0,2.0,14350.0,35990,682.0,39383.0,28000.0,19380.0,19380.0,2,108800.0,2021,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,93,2013.0,0,0,115.0,2,1595.0,4.0,12840.0,56670,814.0,43240.0,116000.0,25971.0,18360.0,2,98000.0,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,204,2018.0,3,0,129.0,2,2356.0,2.0,20410.0,42322,1630.0,38669.0,128000.0,30815.0,35141.0,2,93900.0,2018,0,0,0,0,0,0,0,0,1,1,0,1,0,0
52,380,2020.0,3,0,100.0,3,1798.0,1.0,17390.0,39500,976.0,40651.0,51200.0,27507.0,20510.0,2,122988.0,2020,0,0,0,0,1,0,0,0,1,1,0,0,0,0
52,507,2016.0,3,0,105.0,2,1798.0,1.0,15490.0,49156,976.0,20186.0,119888.0,19953.0,19953.0,2,38999.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,16,2020.0,3,0,80.0,2,1499.0,1.0,17170.0,35990,684.0,54275.0,39300.0,34989.0,40985.0,2,132800.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,499,2018.0,3,0,134.0,2,2494.0,2.0,27470.0,34509,1792.0,57339.0,68000.0,48189.0,59465.0,2,154800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,441,2011.0,5,0,188.0,2,1984.0,3.0,14780.0,47316,1672.0,32279.0,128000.0,36946.0,36946.0,2,100800.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,340,2021.0,7,0,247.0,3,2998.0,1.0,36240.0,80989,2384.0,159208.0,3568.0,89208.0,132575.0,2,333800.0,2021,0,0,0,0,1,0,1,0,1,1,0,0,0,0
54,374,2021.0,0,0,85.0,2,999.0,1.0,13010.0,57898,392.0,56498.0,18618.0,17845.0,17845.0,2,105800.0,2022,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,142,2017.0,1,0,115.0,2,1595.0,3.0,20650.0,48209,740.0,39335.0,77000.0,36252.0,42753.0,2,80000.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,502,2016.0,7,0,96.0,2,1496.0,3.0,14000.0,55200,682.0,16776.0,114000.0,20640.0,10896.0,2,32800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,212,2016.0,1,0,155.0,2,1991.0,1.0,22310.0,54405,1202.0,61603.0,168245.0,57731.0,75916.0,2,103800.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
37,478,2018.0,2,0,85.0,2,1598.0,2.0,14490.0,25000,742.0,22547.0,51474.0,16212.0,16212.0,2,73000.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,530,2010.0,5,0,225.0,2,2979.0,6.0,14940.0,34935,3307.0,21918.0,123699.0,57718.0,57718.0,2,93800.0,2010,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,278,2016.0,7,0,111.0,2,1986.0,2.0,18220.0,50101,1196.0,36796.0,96000.0,32283.0,32197.0,2,73800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,142,2016.0,5,0,115.0,2,1595.0,1.0,25030.0,54405,740.0,50563.0,84000.0,48003.0,59205.0,2,98800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,246,2009.0,5,0,412.0,2,5204.0,6.0,38750.0,43007,8751.0,20620.0,54000.0,304855.0,304855.0,2,185800.0,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5,56,2014.0,1,0,135.0,2,1997.0,3.0,15770.0,71509,1210.0,34381.0,112000.0,44370.0,49118.0,2,40800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,235,2019.0,0,0,101.0,3,1496.0,1.0,13840.0,33301,682.0,26530.0,46000.0,18583.0,8583.0,2,88888.0,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,12,2019.0,7,0,121.0,2,1998.0,2.0,16760.0,41000,1210.0,39944.0,88800.0,27343.0,30281.0,2,91800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,116,2019.0,1,0,100.0,2,1332.0,2.0,19560.0,37705,586.0,52669.0,49000.0,35490.0,41686.0,2,131888.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,242,2010.0,7,0,118.0,2,2694.0,6.0,14940.0,40714,2839.0,26659.0,140000.0,26554.0,26554.0,2,97800.0,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,113,2022.0,3,0,145.0,3,2493.0,1.0,31290.0,107001,1792.0,142565.0,14000.0,52670.0,66806.0,2,303800.0,2023,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,97,2020.0,1,0,110.0,3,1984.0,2.0,18540.0,49489,1194.0,60654.0,68000.0,32241.0,37138.0,2,142800.0,2021,0,0,0,0,1,0,0,0,1,1,0,1,0,0
25,357,2020.0,7,0,147.0,3,2494.0,1.0,25300.0,30890,1792.0,62213.0,36000.0,48724.0,60214.0,2,169800.0,2020,0,0,0,0,1,0,1,0,1,0,0,0,0,0
52,507,2016.0,3,0,105.0,2,1798.0,2.0,16870.0,53001,976.0,25114.0,92000.0,19955.0,19955.0,2,51800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,97,2019.0,1,0,140.0,2,1984.0,1.0,16840.0,40009,1194.0,51070.0,106800.0,33713.0,39199.0,2,110800.0,2019,0,0,0,0,0,0,0,0,1,1,0,1,0,0
50,528,2018.0,7,0,115.0,2,1995.0,2.0,13640.0,32302,1208.0,25790.0,101086.0,16741.0,16741.0,2,67800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,125,2009.0,2,0,89.0,2,1591.0,4.0,10270.0,31976,1107.0,17057.0,200000.0,11537.0,11537.0,2,54800.0,2010,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25,357,2018.0,7,0,175.0,2,1998.0,3.0,23620.0,33420,1210.0,54357.0,88000.0,47371.0,58320.0,2,124800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15,346,2016.0,1,0,177.0,2,1999.0,1.0,11950.0,55501,1212.0,30470.0,93000.0,26854.0,29596.0,2,42200.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2017.0,3,0,111.0,2,1998.0,1.0,14590.0,49012,1210.0,27271.0,145500.0,17222.0,17222.0,2,56500.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,399,2020.0,7,0,72.0,2,996.0,1.0,13730.0,40609,392.0,30163.0,73000.0,18166.0,5000.0,2,91800.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,147,2015.0,3,0,88.0,0,1560.0,1.0,14280.0,47889,1144.0,16515.0,110666.0,26290.0,13806.0,2,33500.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,443,2019.0,3,0,100.0,3,1198.0,1.0,18810.0,41361,802.0,40019.0,149000.0,30076.0,24107.0,2,111800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,92,2019.0,0,0,100.0,2,1332.0,2.0,16370.0,34000,586.0,36310.0,77000.0,25827.0,28158.0,2,93988.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,116,2023.0,7,0,430.0,2,3982.0,1.0,85360.0,130100,3922.0,407725.0,88.0,155375.0,377200.0,2,878988.0,2024,1,0,0,0,0,0,1,0,1,1,1,0,0,0
5,79,2018.0,1,0,190.0,2,1998.0,3.0,23930.0,37330,1210.0,94204.0,103000.0,83449.0,122209.0,2,155777.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,441,2009.0,5,0,147.0,2,1984.0,5.0,13720.0,37502,1791.0,19902.0,196000.0,30382.0,25271.0,2,72800.0,2009,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,212,2010.0,1,0,150.0,2,1796.0,3.0,12860.0,32914,1364.0,19938.0,169000.0,55808.0,55808.0,2,77900.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,513,2018.0,7,0,103.0,2,1499.0,2.0,16870.0,33900,684.0,40781.0,145000.0,35811.0,42136.0,2,87708.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,93,2019.0,1,0,120.0,2,1332.0,2.0,20300.0,36000,586.0,47418.0,65983.0,32257.0,37160.0,2,128800.0,2020,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,177,2008.0,5,0,412.0,2,5998.0,6.0,22340.0,44998,10611.0,15891.0,90000.0,234133.0,234133.0,2,78888.0,2008,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16,164,2016.0,2,0,88.0,2,1497.0,1.0,12800.0,49751,684.0,19555.0,114000.0,17760.0,12760.0,2,37000.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,156,2012.0,7,0,245.0,3,2995.0,4.0,20250.0,109363,2856.0,93333.0,143000.0,114994.0,68997.0,2,172800.0,2012,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,95,2019.0,0,0,85.0,2,999.0,2.0,17090.0,26659,392.0,29530.0,42000.0,22826.0,23957.0,2,93800.0,2019,0,0,0,1,0,0,1,0,1,0,0,0,0,0
5,513,2018.0,7,0,103.0,2,1499.0,1.0,18290.0,31301,684.0,41447.0,45046.0,34636.0,40491.0,2,96800.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
16,165,2019.0,2,0,92.0,2,1597.0,1.0,16470.0,36704,742.0,31856.0,66000.0,20088.0,20124.0,2,89800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,204,2017.0,3,0,129.0,2,2356.0,1.0,18960.0,54334,1630.0,38070.0,234000.0,27069.0,29897.0,2,80000.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,74,2017.0,5,0,257.0,2,2497.0,3.0,46970.0,49000,1796.0,108355.0,40571.0,93950.0,141110.0,2,230000.0,2017,0,0,0,0,0,0,1,0,1,1,0,0,0,0
29,25,2009.0,2,0,77.0,2,1598.0,3.0,9080.0,30574,1113.0,15764.0,178000.0,19925.0,19925.0,2,46800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,256,2023.0,7,0,96.0,2,1332.0,1.0,20450.0,106000,586.0,117722.0,21000.0,37068.0,43896.0,2,209888.0,2023,1,0,0,1,0,0,0,0,1,0,0,0,0,0
29,25,2017.0,2,0,88.0,2,1496.0,3.0,13130.0,49751,682.0,19683.0,113000.0,16201.0,11201.0,2,39800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,515,2016.0,7,0,135.0,2,1997.0,2.0,19900.0,54200,1210.0,39110.0,117088.0,37425.0,44395.0,2,68000.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,297,2015.0,2,0,90.0,2,1390.0,1.0,13440.0,52668,620.0,26126.0,94348.0,21562.0,22187.0,2,43800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,26,2020.0,7,0,96.0,2,1199.0,1.0,14330.0,43501,508.0,47843.0,51978.0,24491.0,26288.0,2,105800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34,124,2018.0,2,0,59.0,2,1193.0,2.0,12220.0,31997,506.0,16930.0,82000.0,13512.0,5000.0,2,53800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,507,2017.0,3,0,105.0,2,1798.0,1.0,15060.0,50000,976.0,28519.0,80000.0,19955.0,19955.0,2,56800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,235,2008.0,0,1,88.0,2,1496.0,6.0,11260.0,30512,1023.0,15649.0,168898.0,16977.0,16977.0,2,57800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,415,2010.0,7,0,138.0,2,2672.0,4.0,14130.0,32914,2803.0,20452.0,170000.0,46012.0,46012.0,2,87800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,212,2015.0,1,0,155.0,2,1991.0,2.0,21160.0,47000,1202.0,46364.0,174000.0,54311.0,69760.0,2,70888.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2009.0,2,0,70.0,3,1339.0,4.0,11500.0,17600,826.0,4735.0,132000.0,34699.0,20820.0,2,15500.0,2010,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5,57,2006.0,1,0,130.0,2,2497.0,2.0,13830.0,56053,2694.0,13176.0,175000.0,52164.0,57381.0,2,32500.0,2006,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16,472,2008.0,3,0,103.0,2,1799.0,2.0,11960.0,32279,1467.0,13708.0,160389.0,17469.0,17469.0,2,50800.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,12,2018.0,7,0,121.0,2,1998.0,2.0,17110.0,31302,1210.0,30381.0,62800.0,23230.0,24522.0,2,84500.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,435,2015.0,1,0,180.0,2,1969.0,3.0,13710.0,61103,1176.0,24657.0,142861.0,25691.0,27968.0,2,34800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,74,2023.0,5,0,309.0,2,3995.0,1.0,56170.0,137000,3942.0,288612.0,1888.0,104816.0,215412.0,2,580888.0,2023,1,0,0,0,0,0,1,0,1,1,1,0,0,0
25,490,2021.0,7,0,127.0,2,1987.0,2.0,20170.0,80210,1198.0,90794.0,48000.0,35342.0,41479.0,2,170800.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,79,2006.0,1,0,190.0,2,2996.0,6.0,20700.0,50347,3573.0,14056.0,121000.0,84975.0,93473.0,2,57800.0,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,403,2019.0,7,0,127.0,2,1987.0,2.0,19700.0,35403,1198.0,39553.0,87500.0,29506.0,33309.0,2,107000.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,502,2021.0,7,0,87.0,2,1496.0,1.0,15560.0,47821,682.0,40966.0,60000.0,23987.0,10582.0,2,112777.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,240,2016.0,7,0,177.0,2,1998.0,3.0,13690.0,56089,1210.0,23762.0,131000.0,19805.0,19805.0,2,38900.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,142,2012.0,1,0,115.0,2,1597.0,1.0,12540.0,63220,890.0,49814.0,155271.0,30319.0,30319.0,2,98800.0,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41,332,2018.0,7,0,185.0,2,1984.0,1.0,34390.0,40001,1194.0,84566.0,98000.0,63024.0,85444.0,2,218800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
