make,model,manufactured,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,reg_year,almost new car,coe car,consignment car,direct owner sale,electric cars,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
48,658,2016.0,3,0,85.0,1598.0,1.0,12610.0,47300,742.0,18056.0,115000.0,16807.0,16807.0,31900.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,659,2021.0,8,0,85.0,999.0,1.0,15830.0,52709,392.0,56902.0,14000.0,22456.0,23439.0,129800.0,2021,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15,93,2019.0,8,0,133.0,1598.0,1.0,19310.0,49001,742.0,64831.0,40000.0,36760.0,43464.0,148800.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,206,1997.0,6,1,116.0,1595.0,6.0,21020.0,39274,1110.0,14903.0,7302.0,20365.0,28511.0,79800.0,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,177,2011.0,2,0,115.0,1597.0,3.0,11100.0,50570,965.0,38170.0,185000.0,31076.0,31076.0,83800.0,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,407,2006.0,6,1,162.0,1998.0,3.0,39090.0,48479,1815.0,9895.0,51867.0,32179.0,35397.0,79888.0,2006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,722,2016.0,8,0,141.0,1998.0,1.0,18930.0,54200,1210.0,36147.0,67000.0,33667.0,39134.0,63800.0,2017,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
73,368,2016.0,6,0,206.0,1984.0,2.0,32840.0,53001,1194.0,43193.0,66777.0,40089.0,48125.0,112777.0,2017,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
29,735,2014.0,2,0,177.0,1999.0,3.0,14150.0,52751,1212.0,72211.0,90000.0,63009.0,85417.0,87500.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,201,2009.0,6,0,92.0,1591.0,4.0,11210.0,16519,1107.0,1765.0,178000.0,15665.0,15665.0,5988.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73,368,2015.0,1,0,81.0,1197.0,3.0,12400.0,43000,508.0,11372.0,94436.0,18274.0,8274.0,23800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,175,2018.0,8,0,90.0,1797.0,2.0,15230.0,40001,974.0,36635.0,46000.0,28219.0,21507.0,88800.0,2019,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
9,233,2010.0,3,0,80.0,1598.0,5.0,10320.0,16438,1039.0,3684.0,125000.0,12827.0,12827.0,11588.0,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,702,2015.0,1,0,97.0,1591.0,2.0,12240.0,45002,738.0,15739.0,81455.0,16870.0,16870.0,26000.0,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
68,744,2015.0,8,0,84.0,1600.0,2.0,12110.0,57089,744.0,17048.0,100000.0,18541.0,18541.0,23800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,45,2017.0,2,0,100.0,1499.0,1.0,17560.0,37330,684.0,39983.0,99167.0,34502.0,40303.0,85000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,21,2019.0,4,0,80.0,1499.0,1.0,15440.0,33009,684.0,45191.0,99800.0,31966.0,36753.0,100800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,352,2019.0,6,0,375.0,2891.0,2.0,32510.0,40001,2258.0,82741.0,75000.0,61583.0,82850.0,208888.0,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48,658,2016.0,3,0,85.0,1598.0,3.0,12930.0,47300,742.0,17071.0,65000.0,16807.0,16807.0,29800.0,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
63,654,2018.0,2,0,162.0,1984.0,1.0,17280.0,33989,1194.0,36829.0,61035.0,27255.0,30157.0,94998.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,250,2016.0,10,0,12.0,1598.0,3.0,9520.0,43002,1113.0,7587.0,150000.0,19306.0,966.0,16800.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,143,2022.0,2,0,180.0,2291.0,1.0,33620.0,129890,1971.0,165179.0,88.0,67906.0,60765.0,339988.0,2023,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
40,36,2015.0,3,0,88.0,1496.0,2.0,13420.0,45002,682.0,14375.0,151802.0,18044.0,13044.0,28000.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,193,2018.0,4,0,104.0,1685.0,1.0,13460.0,32001,1318.0,28527.0,95525.0,20088.0,20124.0,70800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,720,2016.0,8,0,106.0,1997.0,2.0,10500.0,56000,1210.0,23644.0,135865.0,22572.0,23601.0,31800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,12,2016.0,4,0,111.0,1998.0,1.0,12620.0,51109,1210.0,23912.0,153400.0,19597.0,19597.0,39800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,237,2021.0,8,0,85.0,1496.0,2.0,14270.0,45600,682.0,43129.0,45000.0,15761.0,15761.0,105888.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2022.0,6,0,310.0,1991.0,1.0,34920.0,94006,1202.0,135205.0,2800.0,84564.0,150605.0,398888.0,2024,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
73,672,2015.0,8,0,118.0,1390.0,1.0,19400.0,62101,620.0,23982.0,113000.0,26894.0,29652.0,38800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,289,2021.0,8,0,310.0,1911.0,1.0,30090.0,70200,4336.0,93802.0,29000.0,71701.0,56062.0,249888.0,2021,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,321,2018.0,1,0,73.0,1317.0,2.0,12960.0,30209,578.0,16618.0,83000.0,14837.0,5000.0,58800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,73,2017.0,2,0,140.0,1995.0,2.0,25440.0,50001,1806.0,47591.0,88000.0,44181.0,48854.0,105000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,271,2015.0,2,0,155.0,1991.0,3.0,21280.0,56000,1202.0,52329.0,86000.0,53339.0,68011.0,77800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
71,383,2020.0,8,0,160.0,2487.0,1.0,20730.0,120702,1784.0,134588.0,16000.0,40846.0,34608.0,203888.0,2023,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,459,2018.0,6,0,441.0,4395.0,2.0,44140.0,38000,4568.0,129913.0,109000.0,114436.0,177985.0,258800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,705,2016.0,8,0,112.0,1496.0,4.0,14790.0,56089,682.0,16769.0,85000.0,28714.0,5000.0,38800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,377,2015.0,2,0,232.0,3456.0,2.0,19120.0,56089,3100.0,60949.0,95000.0,66456.0,91621.0,81800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,384,2019.0,10,0,0.0,2754.0,1.0,14860.0,24599,3000.0,12906.0,47825.0,33826.0,1692.0,77988.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,410,2019.0,2,0,180.0,1998.0,1.0,20040.0,35001,1210.0,56673.0,45000.0,39331.0,47064.0,145888.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,539,2019.0,4,0,125.0,2362.0,1.0,23220.0,41510,1638.0,56255.0,65000.0,34487.0,40282.0,165800.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,284,2023.0,6,1,298.0,3456.0,1.0,54510.0,118001,3100.0,154401.0,3800.0,110067.0,232215.0,548350.0,2023,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
23,514,2009.0,4,0,132.0,2354.0,1.0,11140.0,16784,2442.0,2658.0,182654.0,34096.0,34096.0,8822.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,656,2012.0,1,1,100.0,1586.0,6.0,12070.0,59179,957.0,45592.0,13520.0,15996.0,15996.0,92988.0,2012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,189,2019.0,2,0,154.0,2487.0,2.0,17160.0,33989,1784.0,43923.0,143625.0,33952.0,39533.0,101800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,545,2017.0,1,0,80.0,1461.0,2.0,20090.0,37000,1048.0,27203.0,66867.0,27211.0,20096.0,86825.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29,734,2016.0,2,0,132.0,1999.0,2.0,16850.0,57010,1812.0,28638.0,113188.0,35607.0,31850.0,48800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,206,2007.0,3,0,92.0,1595.0,4.0,16760.0,50625,1110.0,14133.0,97439.0,17949.0,19744.0,46800.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,248,2016.0,8,0,188.0,2993.0,2.0,29620.0,57010,3376.0,64764.0,110000.0,64690.0,88442.0,105000.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,224,2015.0,3,0,90.0,1598.0,2.0,15540.0,55399,742.0,17194.0,132000.0,19589.0,19589.0,27800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,511,2019.0,10,1,12.0,2488.0,1.0,10440.0,25556,1786.0,13345.0,10654.0,25565.0,1279.0,54500.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,515,2011.0,1,0,72.0,1598.0,6.0,9930.0,41397,1039.0,27776.0,166641.0,19082.0,19082.0,66600.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,722,2019.0,8,0,141.0,1998.0,1.0,18740.0,42020,1210.0,58943.0,55700.0,40635.0,48889.0,123800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11,182,2016.0,1,0,88.0,1560.0,3.0,14060.0,45201,1144.0,18824.0,86000.0,21872.0,7621.0,46999.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,686,2019.0,8,0,478.0,3996.0,1.0,103240.0,35403,3944.0,236756.0,45300.0,189539.0,313171.0,668000.0,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,684,2001.0,6,1,160.0,1781.0,2.0,12030.0,42683,1434.0,28323.0,52257.0,52031.0,67641.0,79800.0,2002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,143,2018.0,8,0,155.0,1991.0,1.0,27810.0,39000,1202.0,56219.0,77777.0,50619.0,63115.0,139888.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
69,656,2009.0,1,0,92.0,1586.0,6.0,14010.0,25525,1104.0,11839.0,118851.0,16004.0,16004.0,65000.0,2009,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,111,2012.0,6,0,257.0,3436.0,3.0,34770.0,106916,3682.0,94057.0,102000.0,124443.0,124443.0,305888.0,2013,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
5,727,2018.0,8,0,185.0,1998.0,2.0,29790.0,31301,1210.0,67782.0,67000.0,58570.0,77426.0,168000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,74,2021.0,2,0,137.0,1998.0,1.0,24890.0,134889,1210.0,187177.0,2600.0,58536.0,83219.0,271800.0,2023,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
48,505,2016.0,1,0,58.0,1198.0,1.0,13040.0,53694,508.0,14239.0,88631.0,13046.0,5000.0,29800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,331,2021.0,4,0,95.0,1496.0,1.0,17330.0,73801,682.0,75634.0,29304.0,22037.0,22852.0,148800.0,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,327,2016.0,3,0,92.0,999.0,3.0,11860.0,45201,392.0,21740.0,100243.0,19190.0,14190.0,41800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
68,404,2017.0,3,0,84.0,1600.0,1.0,13830.0,36001,744.0,20493.0,82240.0,13486.0,13486.0,51800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,155,2021.0,3,0,90.0,1598.0,2.0,14980.0,45189,742.0,38425.0,36000.0,21589.0,7225.0,113000.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68,404,2008.0,6,1,221.0,2457.0,5.0,18910.0,36888,2625.0,15190.0,29164.0,33046.0,33046.0,77888.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,271,2010.0,2,0,150.0,1796.0,4.0,12740.0,34935,1364.0,21602.0,148900.0,56996.0,56996.0,78800.0,2010,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,123,2018.0,2,0,140.0,1984.0,2.0,21010.0,36667,1194.0,51490.0,47800.0,41240.0,49736.0,123800.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
48,551,2018.0,8,0,85.0,1197.0,2.0,14220.0,38000,508.0,27227.0,67000.0,20452.0,20633.0,62000.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,296,2021.0,10,0,12.0,658.0,3.0,8620.0,30607,326.0,22658.0,70561.0,15283.0,765.0,63800.0,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,23,2015.0,1,0,100.0,1499.0,2.0,15840.0,61010,684.0,21440.0,138700.0,26883.0,24637.0,32800.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
48,505,2017.0,1,0,58.0,1198.0,1.0,12270.0,41761,508.0,17311.0,58168.0,13622.0,5000.0,43800.0,2017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,350,2014.0,2,0,243.0,2979.0,1.0,31890.0,75801,2362.0,64420.0,169124.0,80003.0,116006.0,85000.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,705,2016.0,8,0,96.0,1496.0,3.0,14810.0,42801,682.0,21470.0,133000.0,21980.0,12772.0,52000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,37,2019.0,8,0,133.0,1598.0,2.0,14820.0,35001,742.0,41024.0,64166.0,24373.0,26123.0,103800.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,36,2016.0,1,0,88.0,1496.0,1.0,14490.0,50789,682.0,21862.0,80000.0,19498.0,14498.0,44800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,705,2018.0,8,0,112.0,1496.0,1.0,14380.0,30012,682.0,31892.0,192552.0,26715.0,19401.0,92800.0,2020,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
74,692,2016.0,1,0,90.0,1498.0,1.0,13670.0,50889,684.0,24918.0,189633.0,23513.0,19919.0,44800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,415,2016.0,1,0,96.0,1498.0,2.0,15440.0,49430,684.0,21171.0,129000.0,17647.0,12647.0,48800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
74,692,2018.0,1,0,140.0,1969.0,1.0,15770.0,36901,1176.0,35358.0,68000.0,22799.0,23919.0,92800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,744,2016.0,8,0,84.0,1600.0,1.0,13440.0,43632,744.0,20180.0,66000.0,16579.0,16579.0,39800.0,2016,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,121,2019.0,2,0,140.0,1984.0,1.0,16610.0,39700,1194.0,50743.0,98000.0,33717.0,39204.0,108888.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,143,2018.0,2,0,145.0,1497.0,1.0,22220.0,40889,684.0,59921.0,119089.0,42178.0,51050.0,146800.0,2019,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
25,685,2016.0,8,0,114.0,1999.0,1.0,16500.0,53001,1212.0,23437.0,115350.0,18394.0,18394.0,47800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,272,2022.0,2,0,245.0,1991.0,1.0,23580.0,105501,1202.0,137487.0,27000.0,63212.0,70782.0,235800.0,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
42,266,2009.0,2,0,135.0,1796.0,4.0,12950.0,31335,1461.0,14517.0,157334.0,51190.0,51190.0,60000.0,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71,294,2010.0,4,0,110.0,2362.0,3.0,14490.0,33568,2293.0,20104.0,14340.0,46173.0,27704.0,86800.0,2010,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,4,2019.0,1,0,103.0,1499.0,2.0,18890.0,41361,684.0,50454.0,78000.0,32721.0,37810.0,119800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,415,2016.0,1,0,96.0,1498.0,2.0,14830.0,50789,684.0,21563.0,106000.0,17910.0,12910.0,46800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,190,2023.0,9,1,19.0,2998.0,1.0,12230.0,56560,2384.0,45248.0,149356.0,27881.0,1395.0,121800.0,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,410,2008.0,2,0,153.0,2500.0,3.0,14950.0,34991,2700.0,14226.0,131184.0,36635.0,36635.0,60800.0,2008,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45,682,2015.0,9,1,0.0,2477.0,2.0,20870.0,47942,2236.0,5490.0,165000.0,15589.0,15589.0,23900.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,292,2017.0,2,0,135.0,2494.0,2.0,20360.0,45289,1792.0,43632.0,140613.0,36195.0,42673.0,92800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,201,2018.0,3,0,93.0,1591.0,2.0,13890.0,25000,738.0,20945.0,78661.0,13737.0,13737.0,69800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,285,2008.0,6,0,147.0,1984.0,6.0,12910.0,31335,1791.0,14517.0,148663.0,42075.0,42075.0,59800.0,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
73,368,2014.0,1,0,90.0,1395.0,3.0,16430.0,58700,624.0,9720.0,120000.0,19244.0,9244.0,18888.0,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40,12,2021.0,8,0,121.0,1998.0,1.0,16000.0,58089,1210.0,54718.0,25000.0,19760.0,19760.0,119800.0,2021,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3,119,2019.0,2,0,85.0,999.0,1.0,16060.0,40714,392.0,43396.0,25000.0,22090.0,22926.0,114800.0,2020,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
23,705,2019.0,8,0,96.0,1496.0,1.0,13980.0,41801,682.0,38495.0,42000.0,23903.0,10465.0,107800.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5,727,2019.0,8,0,185.0,1998.0,2.0,27040.0,35310,1210.0,69799.0,107000.0,57792.0,76026.0,165000.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,415,2015.0,1,0,73.0,1318.0,2.0,16630.0,56001,578.0,12327.0,87713.0,13688.0,8688.0,26802.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,206,2018.0,3,0,127.0,1498.0,2.0,19740.0,38501,684.0,33158.0,120000.0,25692.0,27969.0,90800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,279,2017.0,3,0,93.0,1591.0,1.0,14240.0,41400,738.0,22576.0,55000.0,11891.0,11891.0,57000.0,2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
35,579,2011.0,8,0,138.0,2672.0,1.0,13310.0,58124,2603.0,41929.0,87708.0,45912.0,45912.0,96000.0,2011,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
40,36,2015.0,1,0,88.0,1496.0,1.0,15230.0,61410,682.0,8300.0,198840.0,17817.0,7817.0,14800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,725,2019.0,8,0,135.0,1998.0,1.0,23910.0,37620,1210.0,54578.0,53120.0,43348.0,52688.0,138800.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3,119,2016.0,2,0,92.0,1395.0,2.0,15560.0,46009,624.0,18378.0,131000.0,25118.0,17166.0,38800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,12,2018.0,1,0,85.0,1496.0,4.0,13040.0,23568,682.0,20718.0,74110.0,14479.0,14479.0,65800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,616,2019.0,7,0,95.0,1496.0,2.0,14880.0,27000,682.0,21998.0,49125.0,19762.0,9762.0,85800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,551,2015.0,8,0,85.0,1197.0,1.0,13710.0,57498,508.0,14419.0,130000.0,18413.0,13413.0,23500.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,279,2011.0,3,0,95.0,1591.0,4.0,13330.0,20699,959.0,7418.0,170000.0,11136.0,11136.0,23888.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,279,2017.0,3,0,93.0,1591.0,3.0,15090.0,42902,738.0,22880.0,95000.0,14549.0,14549.0,54500.0,2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,394,2019.0,1,0,95.0,1353.0,1.0,14920.0,26667,600.0,28246.0,106000.0,19007.0,19007.0,87800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,124,2015.0,2,0,140.0,1798.0,2.0,19750.0,78001,976.0,28396.0,39090.0,44570.0,44398.0,37888.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,747,2019.0,9,1,19.0,4009.0,2.0,17090.0,13589,4563.0,6579.0,76000.0,35538.0,1777.0,82800.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,524,2011.0,6,0,300.0,3605.0,3.0,17780.0,66387,4332.0,48508.0,110000.0,104472.0,104472.0,129888.0,2012,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,605,2016.0,8,0,138.0,2359.0,3.0,19180.0,51109,1634.0,29223.0,77000.0,24417.0,26184.0,63800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,124,2014.0,2,0,132.0,1984.0,2.0,16420.0,71889,1194.0,25715.0,52410.0,39521.0,42330.0,31559.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,47,2017.0,2,0,135.0,1998.0,2.0,20900.0,49012,1210.0,43663.0,72477.0,40223.0,43313.0,87800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,504,2019.0,4,0,100.0,1797.0,3.0,21570.0,52502,974.0,46694.0,58410.0,33738.0,29234.0,126000.0,2019,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
48,510,2010.0,10,1,12.0,1461.0,2.0,11530.0,16400,1048.0,5347.0,65478.0,23976.0,1199.0,18800.0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,121,2010.0,2,0,118.0,1798.0,2.0,17350.0,16457,1366.0,3282.0,160000.0,36125.0,36125.0,17300.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,615,2017.0,4,0,162.0,1984.0,1.0,18200.0,32551,1194.0,39876.0,71000.0,35333.0,41467.0,93000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
68,328,2017.0,8,0,110.0,1995.0,2.0,14210.0,38064,1208.0,21712.0,118083.0,13108.0,13108.0,55800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,580,2006.0,6,0,158.0,1308.0,3.0,15680.0,50645,858.0,12210.0,106000.0,25825.0,28408.0,37800.0,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23,492,2023.0,10,0,12.0,658.0,1.0,8640.0,67162,326.0,66628.0,191322.0,16816.0,841.0,85700.0,2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,321,2008.0,1,0,73.0,1339.0,5.0,11000.0,37165,885.0,14805.0,148000.0,12212.0,12212.0,43800.0,2008,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
42,266,2021.0,2,0,155.0,1991.0,1.0,24450.0,119399,1202.0,156394.0,9800.0,47975.0,63153.0,254800.0,2023,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
23,514,2007.0,4,0,147.0,2354.0,4.0,12730.0,50451,2442.0,16946.0,142205.0,26188.0,28807.0,42800.0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,546,2016.0,8,0,132.0,1984.0,1.0,20470.0,51109,1194.0,37392.0,65000.0,35276.0,41387.0,71000.0,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
31,201,2018.0,3,0,93.0,1591.0,3.0,14480.0,25501,738.0,25532.0,96000.0,18728.0,18728.0,79888.0,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,23,2015.0,1,0,100.0,1499.0,1.0,12980.0,62101,684.0,21054.0,155000.0,26883.0,24637.0,28000.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,520,2017.0,8,0,123.0,2360.0,2.0,15350.0,54405,1636.0,30504.0,116083.0,23236.0,24531.0,56800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,190,2019.0,9,0,19.0,2998.0,1.0,16230.0,25502,2384.0,13478.0,138293.0,39775.0,1989.0,85800.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,701,2015.0,4,0,134.0,2494.0,3.0,33930.0,69001,1792.0,39270.0,105000.0,45427.0,55598.0,72888.0,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
63,431,2021.0,8,0,110.0,1395.0,1.0,19520.0,70200,624.0,77854.0,25500.0,27547.0,30566.0,167988.0,2022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,142,2010.0,3,0,80.0,1598.0,2.0,9760.0,32875,1113.0,19131.0,171155.0,16716.0,16716.0,56800.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,178,2007.0,2,0,135.0,1796.0,5.0,16650.0,52660,1461.0,13850.0,191339.0,41813.0,45995.0,43800.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,20,2015.0,1,0,85.0,1496.0,4.0,16180.0,45504,1082.0,18910.0,127000.0,26713.0,19399.0,39000.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,294,2007.0,4,0,125.0,2362.0,5.0,14360.0,50972,2457.0,15543.0,171876.0,27562.0,30319.0,43800.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,155,2009.0,3,0,89.0,1591.0,1.0,10180.0,26175,1107.0,12550.0,160000.0,11465.0,4354.0,48800.0,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,143,2015.0,6,0,335.0,4663.0,3.0,69390.0,47604,4988.0,147469.0,54500.0,145523.0,233942.0,233888.0,2016,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
63,654,2019.0,2,0,132.0,1798.0,2.0,15220.0,37989,976.0,41882.0,82000.0,26624.0,29274.0,99000.0,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
