model,mileage,low mileage car,manufactured,reg_year,type_of_vehicle,dereg_value,depreciation,power,coe,arf,omv,price,road_tax,almost new car,coe car,parf car
462,76000.0,1,2015.0,2015,8,63680.0,46790.0,250.0,62140,101883.0,72157.0,108500.0,2382.0,0,0,1
189,109567.0,1,2009.0,2009,2,19012.0,10570.0,108.0,39563,26727.0,26727.0,50800.0,1815.0,0,1,0
143,5000.0,1,2023.0,2023,8,148001.0,80260.0,430.0,110001,318308.0,136971.0,818800.0,3922.0,1,0,1
297,11144.0,0,2022.0,2023,10,46121.0,16250.0,12.0,52459,2924.0,58472.0,142888.0,1272.0,0,0,0
701,89000.0,0,2018.0,2018,4,55197.0,29020.0,134.0,32001,59465.0,48189.0,152800.0,1792.0,0,0,1
142,82078.0,0,2016.0,2016,3,21354.0,13930.0,90.0,50000,16800.0,16800.0,39800.0,742.0,0,0,1
437,145949.0,0,2008.0,2008,3,13918.0,11790.0,114.0,31553,25124.0,25124.0,52000.0,1815.0,0,1,0
143,63000.0,0,2019.0,2020,8,75755.0,29280.0,190.0,37705,72743.0,55968.0,200999.0,1202.0,0,0,1
206,88000.0,0,2019.0,2019,3,29438.0,14490.0,92.0,28589,20118.0,20084.0,82800.0,742.0,0,0,1
12,98000.0,0,2016.0,2017,2,25643.0,14890.0,121.0,48556,22274.0,21624.0,48800.0,1210.0,0,0,1
20,130000.0,0,2015.0,2015,4,22020.0,16040.0,85.0,59200,25322.0,30944.0,34588.0,1082.0,0,0,1
143,40200.0,0,2021.0,2021,2,199681.0,42810.0,336.0,61001,209419.0,131899.0,403800.0,2384.0,0,0,1
201,103000.0,0,2017.0,2018,3,25616.0,13830.0,95.0,41400,15294.0,15294.0,60000.0,738.0,0,0,1
383,54312.0,0,2021.0,2021,8,71431.0,21260.0,160.0,59599,37613.0,43295.0,173000.0,1784.0,0,0,1
640,98000.0,0,2016.0,2016,1,26734.0,17060.0,92.0,50000,25470.0,27478.0,51800.0,624.0,0,0,1
384,141207.0,0,2010.0,2010,10,2723.0,13900.0,0.0,11975,1270.0,25387.0,15800.0,3004.0,0,1,0
60,18000.0,1,2022.0,2022,2,136713.0,25150.0,135.0,107001,65257.0,51809.0,238888.0,1210.0,0,0,1
416,114824.0,0,2015.0,2015,3,17052.0,11900.0,90.0,58700,19307.0,19307.0,22700.0,620.0,0,0,1
123,65000.0,0,2021.0,2021,2,75126.0,20370.0,110.0,61190,44219.0,37299.0,161800.0,1194.0,0,0,1
124,106591.0,0,2015.0,2016,2,31823.0,17680.0,140.0,46667,42225.0,39446.0,53800.0,976.0,0,0,1
186,110357.0,0,2017.0,2017,9,14867.0,11810.0,19.0,42000,1359.0,27176.0,41800.0,3495.0,0,0,0
551,116000.0,0,2017.0,2017,8,23454.0,14580.0,85.0,41761,14750.0,19750.0,55800.0,508.0,0,0,1
368,138500.0,0,2015.0,2015,1,11305.0,12570.0,90.0,55399,9158.0,19158.0,18800.0,624.0,0,0,1
545,85000.0,0,2017.0,2018,8,26565.0,13380.0,80.0,37000,20096.0,27211.0,58888.0,1048.0,0,0,1
544,50580.0,0,2020.0,2020,8,42116.0,20990.0,110.0,32801,30860.0,27757.0,136800.0,624.0,0,0,1
155,54000.0,0,2019.0,2019,3,25103.0,14130.0,93.0,30009,14802.0,14802.0,76800.0,738.0,0,0,1
175,82000.0,0,2017.0,2017,8,20217.0,18840.0,90.0,50000,5871.0,31336.0,64788.0,974.0,0,0,1
143,77000.0,0,2019.0,2019,8,69408.0,26800.0,155.0,39406,65654.0,52030.0,170000.0,1202.0,0,0,1
410,81000.0,0,2017.0,2018,2,46884.0,21850.0,180.0,47390,45802.0,38430.0,101800.0,1210.0,0,0,1
248,103161.0,0,2017.0,2017,8,51823.0,20040.0,110.0,57414,49406.0,41004.0,93500.0,1812.0,0,0,1
36,47780.0,1,2017.0,2018,3,26636.0,14170.0,88.0,41400,18643.0,18643.0,59000.0,682.0,0,0,1
139,100.0,1,2024.0,2024,3,163430.0,33270.0,184.0,109004,74360.0,56505.0,365800.0,1784.0,1,0,1
587,141207.0,0,2010.0,2010,6,20242.0,16380.0,188.0,33568,41873.0,41873.0,98800.0,1672.0,0,1,0
230,57710.0,0,2020.0,2020,8,30632.0,11530.0,96.0,37334,9816.0,19816.0,76800.0,508.0,0,0,1
673,87200.0,0,2016.0,2017,8,24614.0,12450.0,94.0,50991,17810.0,17810.0,42900.0,742.0,0,0,1
206,68303.0,0,2018.0,2019,1,47516.0,18070.0,134.0,48010,34696.0,30497.0,104800.0,682.0,0,0,1
221,98000.0,0,2014.0,2015,1,18256.0,19230.0,88.0,66590,26186.0,24418.0,28000.0,742.0,0,0,1
507,57710.0,0,2019.0,2020,9,13348.0,14860.0,19.0,22085,1900.0,37994.0,89800.0,2384.0,0,0,0
530,145949.0,0,2008.0,2008,4,13495.0,12150.0,110.0,32279,24659.0,24659.0,50800.0,1815.0,0,1,0
458,100000.0,0,2014.0,2016,6,75961.0,66400.0,317.0,57010,107103.0,75057.0,189800.0,2362.0,0,0,1
274,112058.0,0,2021.0,2021,1,33557.0,13960.0,70.0,44589,5000.0,24000.0,95800.0,1326.0,0,0,1
256,96561.0,0,2016.0,2017,9,7262.0,15770.0,19.0,30292,1556.0,31110.0,37800.0,3004.0,0,0,0
659,35000.0,0,2021.0,2021,8,48943.0,14270.0,85.0,45189,23411.0,22436.0,110800.0,392.0,0,0,1
80,182000.0,0,2010.0,2010,2,26470.0,15350.0,225.0,40714,63284.0,63284.0,99800.0,3307.0,0,1,0
510,71165.0,0,2019.0,2019,10,13387.0,11260.0,12.0,25556,875.0,17499.0,58988.0,1113.0,0,0,0
528,4200.0,1,2020.0,2021,2,706743.0,232060.0,420.0,49489,899287.0,515159.0,1980000.0,8250.0,0,0,1
672,70000.0,1,2015.0,2016,8,23554.0,13600.0,118.0,46970,29652.0,26894.0,35800.0,620.0,0,0,1
279,132000.0,0,2017.0,2017,3,21991.0,16160.0,93.0,46778,10980.0,10980.0,56800.0,738.0,0,0,1
117,119000.0,0,2018.0,2019,1,52493.0,18630.0,120.0,42564,44754.0,37681.0,115000.0,586.0,0,0,1
205,112967.0,0,2014.0,2014,3,41256.0,10620.0,88.0,42275,6269.0,16269.0,51800.0,684.0,0,1,0
155,49000.0,1,2019.0,2019,3,24075.0,13260.0,93.0,28589,12686.0,12686.0,73888.0,738.0,0,0,1
394,69907.0,0,2019.0,2020,1,32198.0,15330.0,95.0,32699,18277.0,18277.0,95800.0,600.0,0,0,1
227,131067.0,0,2010.0,2011,6,32499.0,14540.0,150.0,47316,48199.0,48199.0,99888.0,1364.0,0,1,0
128,141207.0,0,2009.0,2010,2,18991.0,11280.0,148.0,33568,26933.0,26933.0,63800.0,2442.0,0,1,0
505,77800.0,0,2018.0,2018,1,13815.0,12020.0,58.0,25000,5000.0,13305.0,52111.0,508.0,0,0,1
231,162000.0,0,2008.0,2008,8,14156.0,14800.0,103.0,33377,17879.0,17879.0,62822.0,1467.0,0,1,0
368,86360.0,0,2015.0,2016,1,11270.0,13840.0,81.0,45002,8274.0,18274.0,24800.0,508.0,0,0,1
521,112967.0,0,2013.0,2014,9,34652.0,18220.0,19.0,38584,6004.0,120069.0,81800.0,17821.0,0,1,0
123,101158.0,0,2017.0,2017,2,43209.0,20380.0,140.0,50001,42491.0,39636.0,84800.0,1194.0,0,0,1
74,85292.0,0,2017.0,2018,2,50201.0,23060.0,135.0,39000,55945.0,45675.0,109800.0,1210.0,0,0,1
616,74000.0,1,2016.0,2017,7,18470.0,14790.0,97.0,50101,9256.0,19256.0,42800.0,682.0,0,0,1
23,120000.0,0,2016.0,2017,6,34061.0,20850.0,100.0,53300,34232.0,33737.0,70000.0,684.0,0,0,1
206,138000.0,0,2016.0,2016,3,25238.0,16960.0,92.0,53334,20243.0,20173.0,51800.0,742.0,0,0,1
734,93000.0,0,2017.0,2017,2,37056.0,15860.0,132.0,51000,32504.0,36074.0,65800.0,1812.0,0,0,1
390,11000.0,1,2017.0,2017,6,345260.0,181610.0,470.0,50000,505879.0,296599.0,850000.0,5834.0,0,0,1
292,106591.0,0,2016.0,2016,2,30682.0,20790.0,135.0,38610,42668.0,36191.0,60188.0,1792.0,0,0,1
616,22000.0,1,2021.0,2021,7,38025.0,13520.0,95.0,47000,6679.0,21199.0,98300.0,682.0,0,0,1
601,85700.0,0,2017.0,2017,2,28958.0,14750.0,90.0,41617,22642.0,25458.0,61800.0,684.0,0,0,1
547,75000.0,0,2017.0,2017,2,42639.0,17500.0,155.0,48005,40390.0,34564.0,79999.0,1202.0,0,0,1
482,223470.0,0,1990.0,1991,6,15831.0,17900.0,91.0,33018,41708.0,27805.0,85800.0,1815.0,0,1,0
705,101000.0,0,2015.0,2016,8,14253.0,17140.0,96.0,54301,9901.0,19901.0,32800.0,682.0,0,0,1
4,22848.0,1,2020.0,2020,1,55160.0,16950.0,103.0,40990,39707.0,34076.0,124800.0,684.0,0,0,1
462,56000.0,1,2016.0,2016,8,65053.0,33990.0,185.0,57508,84920.0,62733.0,125800.0,1194.0,0,0,1
36,2399.0,0,2024.0,2024,3,96433.0,14250.0,88.0,85001,15709.0,15709.0,149800.0,682.0,1,0,1
616,77000.0,1,2015.0,2016,7,10995.0,13620.0,97.0,56001,5903.0,15903.0,21800.0,682.0,0,0,1
201,116000.0,0,2016.0,2017,3,23241.0,14010.0,95.0,45201,14684.0,14684.0,49800.0,738.0,0,0,1
182,163976.0,0,2016.0,2017,8,17418.0,9850.0,96.0,48401,9227.0,19227.0,28800.0,508.0,0,0,1
196,138000.0,1,2007.0,2008,6,18144.0,25870.0,180.0,52271,44958.0,64224.0,89800.0,3027.0,0,1,0
201,106591.0,0,2016.0,2016,3,22387.0,12700.0,95.0,48000,17871.0,17871.0,39800.0,738.0,0,0,1
633,38000.0,1,2019.0,2020,8,45038.0,17340.0,136.0,40009,31420.0,28157.0,108800.0,1634.0,0,0,1
266,88000.0,0,2019.0,2019,2,67433.0,22950.0,145.0,34000,72273.0,55707.0,149800.0,1202.0,0,0,1
305,179000.0,0,2017.0,2017,8,69634.0,16910.0,132.0,57390,76602.0,58112.0,96777.0,1812.0,0,0,1
99,67500.0,0,2018.0,2018,2,94924.0,28860.0,190.0,38501,123902.0,84390.0,169800.0,1210.0,0,0,1
612,21000.0,0,2023.0,2023,4,118092.0,20330.0,100.0,134889,13574.0,26124.0,190800.0,802.0,1,0,1
505,75167.0,0,2018.0,2018,1,15475.0,12700.0,58.0,28000,5000.0,13305.0,56800.0,508.0,0,0,1
119,150500.0,0,2015.0,2015,2,13721.0,19750.0,92.0,67601,15699.0,27642.0,25000.0,624.0,0,0,1
415,91043.0,0,2019.0,2019,1,15855.0,13600.0,73.0,25920,5738.0,15738.0,65000.0,578.0,0,0,1
720,128000.0,0,2016.0,2016,8,21936.0,12620.0,106.0,49156,23601.0,22572.0,34800.0,1210.0,0,0,1
12,88000.0,0,2016.0,2016,3,15464.0,12220.0,85.0,47020,12260.0,17260.0,28800.0,682.0,0,0,1
62,56400.0,0,2020.0,2020,6,90795.0,26210.0,190.0,45012,82929.0,61627.0,208000.0,1210.0,0,0,1
510,15.0,1,2023.0,2024,10,47561.0,9160.0,12.0,59451,753.0,15047.0,90800.0,1039.0,1,0,0
12,30.0,0,2024.0,2024,2,91565.0,15350.0,121.0,100000,15420.0,15420.0,160888.0,1210.0,1,0,1
423,42996.0,0,2021.0,2021,10,28814.0,9990.0,12.0,39523,1799.0,35978.0,72800.0,1048.0,0,0,0
475,175000.0,1,2004.0,2005,8,8493.0,20650.0,173.0,70454,72811.0,66191.0,24888.0,5277.0,0,1,0
207,123188.0,0,2015.0,2015,2,21055.0,20180.0,90.0,55399,25146.0,27247.0,38888.0,740.0,0,0,1
155,146186.0,1,2009.0,2009,3,12112.0,10090.0,89.0,25525,4197.0,11888.0,47888.0,1107.0,0,1,0
437,149390.0,0,2007.0,2007,3,14405.0,14520.0,79.0,41994,12657.0,11506.0,49800.0,1101.0,0,1,0
321,62720.0,0,2019.0,2019,1,22575.0,13230.0,73.0,33199,6500.0,16500.0,73800.0,578.0,0,0,1
23,61000.0,0,2021.0,2022,4,93824.0,17550.0,100.0,82501,43607.0,36862.0,151800.0,684.0,0,0,1
327,106591.0,0,2015.0,2016,3,15621.0,15180.0,92.0,44001,16522.0,16522.0,30800.0,742.0,0,0,1
279,100000.0,0,2017.0,2017,3,23328.0,13470.0,93.0,42902,14515.0,14515.0,50888.0,738.0,0,0,1
705,58935.0,0,2021.0,2022,8,63910.0,15160.0,87.0,70901,9896.0,23497.0,125800.0,682.0,0,0,1
404,155000.0,0,2017.0,2017,1,22175.0,13000.0,84.0,50789,13466.0,13466.0,42800.0,744.0,0,0,1
279,90503.0,0,2018.0,2018,3,22247.0,13650.0,93.0,40000,11583.0,11583.0,55999.0,738.0,0,0,1
530,195000.0,0,2009.0,2009,4,15261.0,12070.0,110.0,33018,24216.0,24216.0,55800.0,1815.0,0,1,0
124,117000.0,1,2011.0,2011,2,32551.0,13010.0,150.0,47316,48214.0,48214.0,89500.0,2756.0,0,1,0
174,76000.0,1,2016.0,2016,6,26939.0,26190.0,147.0,51010,27709.0,25506.0,66800.0,1210.0,0,0,1
224,91498.0,1,2014.0,2014,3,37048.0,13770.0,90.0,39241,13650.0,18650.0,65000.0,742.0,0,1,0
206,128000.0,0,2017.0,2017,3,26766.0,13820.0,92.0,51600,20672.0,20480.0,48800.0,742.0,0,0,1
177,127417.0,1,2010.0,2011,2,23843.0,11700.0,115.0,37303,31893.0,31893.0,74800.0,1039.0,0,1,0
309,47000.0,1,2009.0,2009,6,14338.0,55340.0,360.0,33377,199410.0,199410.0,237888.0,6648.0,0,1,0
12,109956.0,0,2018.0,2019,8,44331.0,24130.0,170.0,37620,38739.0,33385.0,131800.0,1786.0,0,0,1
248,93838.0,0,2018.0,2018,8,48701.0,21930.0,177.0,32311,50515.0,41796.0,115800.0,1210.0,0,0,1
437,142000.0,1,2009.0,2009,3,12356.0,10130.0,80.0,26175,17926.0,17926.0,47800.0,1026.0,0,1,0
116,129000.0,0,2015.0,2015,1,16786.0,14830.0,90.0,57089,18093.0,22209.0,26800.0,740.0,0,0,1
406,85292.0,0,2018.0,2018,2,34683.0,11710.0,121.0,38389,31013.0,27866.0,59800.0,680.0,0,0,1
143,113000.0,0,2017.0,2018,6,69248.0,29250.0,180.0,38801,83231.0,61795.0,155800.0,1202.0,0,0,1
383,80995.0,0,2019.0,2019,8,43589.0,20750.0,170.0,34000,35129.0,30806.0,122800.0,1210.0,0,0,1
416,76634.0,0,2015.0,2017,3,28585.0,14870.0,90.0,52000,22187.0,21562.0,54777.0,620.0,0,0,1
233,131067.0,0,2010.0,2011,3,7304.0,11200.0,80.0,20699,12203.0,12203.0,19800.0,1039.0,0,1,0
177,90000.0,0,2017.0,2017,2,44798.0,21020.0,115.0,50001,44135.0,37239.0,89800.0,740.0,0,0,1
617,74358.0,0,2018.0,2018,4,25828.0,15210.0,79.0,38941,17199.0,17199.0,65800.0,682.0,0,0,1
79,96561.0,0,2017.0,2017,2,52376.0,23100.0,185.0,50101,62426.0,53014.0,100000.0,1210.0,0,0,1
363,11160.0,1,2022.0,2022,8,133440.0,27440.0,200.0,105501,65386.0,51881.0,264800.0,1202.0,0,0,1
207,73000.0,1,2015.0,2015,2,21671.0,25810.0,90.0,61000,26762.0,28401.0,42800.0,740.0,0,0,1
456,65561.0,1,2016.0,2017,6,59581.0,41430.0,272.0,53300,74525.0,56958.0,152800.0,2362.0,0,0,1
46,105774.0,0,2017.0,2017,2,43303.0,21940.0,135.0,53711,40314.0,38081.0,90000.0,1210.0,0,0,1
224,74000.0,1,2014.0,2014,3,45542.0,12600.0,90.0,45692,13761.0,18761.0,62800.0,742.0,0,1,0
701,68.0,0,2024.0,2024,3,162858.0,33560.0,205.0,105689,76611.0,55058.0,372988.0,1674.0,1,0,1
575,900.0,1,2021.0,2024,6,148001.0,34620.0,294.0,110001,95998.0,63999.0,388800.0,1776.0,1,0,1
297,652.0,1,2022.0,2022,10,47701.0,17380.0,12.0,56019,3316.0,66303.0,147988.0,1272.0,0,0,0
725,138000.0,0,2018.0,2018,8,65651.0,24820.0,185.0,39000,71303.0,55168.0,135800.0,1210.0,0,0,1
594,140888.0,0,2015.0,2015,2,95268.0,32110.0,245.0,71509,156365.0,102425.0,119800.0,2382.0,0,0,1
459,92000.0,0,2016.0,2017,8,96249.0,30210.0,280.0,54334,119219.0,81788.0,163888.0,3376.0,0,0,1
123,200123.0,0,2009.0,2009,6,15048.0,13330.0,155.0,31933,46537.0,46537.0,62800.0,1791.0,0,1,0
479,59000.0,0,2021.0,2021,2,74910.0,20300.0,239.0,68310,33978.0,59432.0,163900.0,3226.0,0,0,1
652,132000.0,1,2007.0,2008,4,15183.0,12420.0,103.0,37906,20004.0,20004.0,49800.0,1467.0,0,1,0
201,204000.0,0,2010.0,2010,6,2566.0,20710.0,92.0,16604,14154.0,14154.0,16000.0,1107.0,0,1,0
206,145949.0,0,2008.0,2008,6,14744.0,23450.0,165.0,34991,31517.0,31517.0,98888.0,1815.0,0,1,0
256,106591.0,0,2016.0,2016,9,1170.0,16490.0,19.0,5077,1601.0,32017.0,37988.0,3004.0,0,0,0
121,78287.0,0,2019.0,2019,2,51002.0,17530.0,140.0,39700,39201.0,33715.0,115000.0,1194.0,0,0,1
36,115500.0,0,2016.0,2016,3,20264.0,12910.0,88.0,52668,14293.0,19293.0,35800.0,682.0,0,0,1
446,43000.0,0,2021.0,2022,8,113140.0,19410.0,140.0,107001,36719.0,31942.0,174800.0,1194.0,0,0,1
74,70000.0,0,2020.0,2021,2,78040.0,23430.0,137.0,50100,59910.0,48507.0,184800.0,1210.0,0,0,1
173,81000.0,1,2010.0,2010,6,24385.0,26640.0,228.0,38216,80413.0,80413.0,170000.0,4295.0,0,1,0
155,78133.0,0,2019.0,2019,3,27517.0,14120.0,93.0,30009,18074.0,18074.0,79000.0,738.0,0,0,1
390,45000.0,1,2018.0,2019,6,269514.0,102470.0,426.0,38602,332602.0,200334.0,698888.0,5834.0,0,0,1
179,189000.0,0,2008.0,2008,2,14744.0,11580.0,150.0,34991,34978.0,34978.0,48800.0,2691.0,0,1,0
75,103168.0,1,2011.0,2011,2,32551.0,16860.0,150.0,47316,44396.0,44396.0,115999.0,2335.0,0,1,0
182,284000.0,0,2016.0,2017,4,22392.0,12610.0,88.0,52000,12079.0,25056.0,42800.0,1144.0,0,0,1
139,9.0,1,2023.0,2023,4,180136.0,43420.0,184.0,110001,100505.0,71802.0,463800.0,1784.0,1,0,1
563,68531.0,0,2018.0,2019,1,28185.0,14330.0,92.0,30009,17431.0,17431.0,80888.0,624.0,0,0,1
175,58000.0,0,2018.0,2018,8,34671.0,14880.0,85.0,25501,33002.0,29287.0,84000.0,508.0,0,0,1
189,70700.0,0,2018.0,2019,2,37151.0,19390.0,160.0,48000,20309.0,27363.0,102800.0,1784.0,0,0,1
12,37000.0,0,2020.0,2020,8,53859.0,21850.0,143.0,40301,37619.0,32585.0,158000.0,1786.0,0,0,1
221,152000.0,0,2012.0,2012,6,70361.0,15380.0,155.0,83247,32021.0,32021.0,129999.0,890.0,0,1,0
440,139000.0,1,2006.0,2006,3,9100.0,10620.0,80.0,46454,16591.0,15082.0,20800.0,1026.0,0,1,0
321,141207.0,0,2008.0,2010,1,3702.0,12670.0,73.0,16438,15208.0,15208.0,14300.0,826.0,0,1,0
705,113580.0,0,2017.0,2017,8,20953.0,14140.0,96.0,42902,10698.0,20498.0,51500.0,682.0,0,0,1
748,11144.0,0,2023.0,2023,8,94242.0,14930.0,85.0,101001,5709.0,20506.0,135800.0,680.0,0,0,1
143,50000.0,0,2019.0,2020,8,76570.0,27770.0,200.0,35001,73517.0,56398.0,206800.0,1202.0,0,0,1
117,145000.0,0,2018.0,2019,1,40586.0,18800.0,120.0,32200,37677.0,32626.0,101800.0,586.0,0,0,1
42,92000.0,0,2016.0,2017,7,22133.0,13560.0,96.0,51106,11848.0,21320.0,45800.0,508.0,0,0,1
2,99500.0,0,2017.0,2017,1,24648.0,14670.0,85.0,46791,14154.0,26538.0,55500.0,1082.0,0,0,1
685,83000.0,0,2019.0,2019,8,35662.0,16530.0,130.0,39406,19882.0,19882.0,97000.0,738.0,0,0,1
701,74900.0,0,2019.0,2020,4,66290.0,29090.0,134.0,35001,59465.0,48189.0,210000.0,1792.0,0,0,1
37,142000.0,0,2017.0,2017,8,24910.0,19340.0,96.0,46778,14683.0,23345.0,70888.0,508.0,0,0,1
142,74000.0,0,2017.0,2017,3,30562.0,15360.0,96.0,46791,22366.0,21690.0,63800.0,742.0,0,0,1
707,150000.0,1,2009.0,2009,3,12067.0,10320.0,80.0,26047,10527.0,13472.0,47800.0,1026.0,0,1,0
121,16000.0,0,2021.0,2022,2,114573.0,19690.0,110.0,108003,37934.0,32810.0,185000.0,1194.0,0,0,1
561,112098.0,0,2016.0,2016,8,46826.0,18400.0,177.0,57390,58661.0,47615.0,66888.0,1212.0,0,0,1
206,96561.0,0,2017.0,2017,3,27433.0,14320.0,92.0,41761,19726.0,19726.0,60000.0,742.0,0,0,1
597,51000.0,0,2020.0,2020,2,132813.0,35870.0,270.0,32889,150881.0,99378.0,289800.0,2382.0,0,0,1
375,125000.0,1,2011.0,2011,6,26659.0,19380.0,298.0,40714,101821.0,101821.0,126900.0,6065.0,0,1,0
75,141207.0,0,2010.0,2010,2,20461.0,13640.0,150.0,32914,47977.0,47977.0,84800.0,2514.0,0,1,0
186,96561.0,0,2016.0,2017,9,7053.0,11000.0,19.0,26029,1284.0,25665.0,29800.0,3495.0,0,0,0
12,150000.0,0,2017.0,2017,2,31198.0,13110.0,141.0,53001,28739.0,26242.0,48888.0,1786.0,0,0,1
551,106941.0,0,2015.0,2015,8,18935.0,14640.0,106.0,57501,19333.0,19333.0,30800.0,1210.0,0,0,1
294,200000.0,0,2010.0,2011,4,21449.0,14640.0,110.0,34935,29907.0,49844.0,89888.0,2293.0,0,1,0
221,142000.0,0,2010.0,2010,6,20347.0,12830.0,135.0,33140,31865.0,31865.0,78800.0,1039.0,0,1,0
142,34272.0,0,2021.0,2021,3,54349.0,14030.0,96.0,53709,19159.0,19159.0,114000.0,742.0,0,0,1
722,71165.0,0,2019.0,2019,8,51004.0,16790.0,103.0,38602,42017.0,35726.0,105800.0,684.0,0,0,1
143,43500.0,1,2019.0,2020,8,46170.0,18410.0,90.0,35320,36039.0,31456.0,117800.0,740.0,0,0,1
609,113758.0,0,2011.0,2012,6,41247.0,10480.0,118.0,54039,26195.0,26195.0,80000.0,806.0,0,1,0
201,170000.0,0,2009.0,2010,3,1720.0,13550.0,92.0,16184,14289.0,14289.0,7200.0,1107.0,0,1,0
155,55000.0,0,2020.0,2021,3,32210.0,15640.0,90.0,43501,5000.0,18464.0,104800.0,742.0,0,0,1
114,67500.0,0,2020.0,2020,1,42412.0,13490.0,85.0,37766,25550.0,23964.0,95800.0,392.0,0,0,1
328,71165.0,0,2018.0,2019,8,28916.0,16090.0,115.0,36961,17309.0,17309.0,81800.0,1208.0,0,0,1
355,78000.0,0,2018.0,2018,8,35213.0,18270.0,90.0,37000,32512.0,28937.0,85800.0,740.0,0,0,1
388,94000.0,0,2019.0,2019,8,27919.0,14640.0,96.0,25501,23156.0,22254.0,78800.0,682.0,0,0,1
195,131067.0,0,2011.0,2011,8,30586.0,17410.0,245.0,45586,67594.0,112656.0,116800.0,3332.0,0,1,0
116,5600.0,1,2020.0,2023,1,116163.0,16840.0,100.0,121000,25817.0,24155.0,163800.0,586.0,0,0,1
177,96561.0,0,2016.0,2017,2,36565.0,20090.0,115.0,56410,36909.0,35649.0,69800.0,740.0,0,0,1
208,80000.0,0,2016.0,2017,2,34451.0,19790.0,115.0,55414,29964.0,30688.0,73800.0,740.0,0,0,1
544,73000.0,0,2021.0,2021,8,73554.0,19790.0,110.0,68310,33617.0,29726.0,156888.0,624.0,0,0,1
117,82000.0,0,2019.0,2020,1,51669.0,17820.0,120.0,40690,34616.0,30440.0,129888.0,586.0,0,0,1
656,152000.0,0,2009.0,2010,1,18863.0,12580.0,92.0,33038,16378.0,16378.0,71800.0,1030.0,0,1,0
116,117700.0,0,2017.0,2017,1,28143.0,16240.0,90.0,51600,18568.0,22548.0,59888.0,740.0,0,0,1
201,130090.0,1,2009.0,2009,3,12205.0,9820.0,92.0,26175,14731.0,14731.0,45800.0,1107.0,0,1,0
561,112000.0,0,2016.0,2016,8,91726.0,47600.0,225.0,57501,132265.0,89036.0,168500.0,3376.0,0,0,1
539,106591.0,0,2015.0,2016,4,35031.0,19780.0,125.0,61103,45765.0,38403.0,54800.0,1638.0,0,0,1
454,17000.0,0,2022.0,2023,6,158881.0,24130.0,225.0,120702,66867.0,49930.0,250800.0,1210.0,1,0,1
143,92000.0,0,2016.0,2017,6,89462.0,30850.0,270.0,54616,124439.0,84688.0,145800.0,2382.0,0,0,1
153,135506.0,0,2016.0,2016,3,11372.0,14030.0,57.0,46009,5000.0,13737.0,28800.0,506.0,0,0,1
410,141207.0,0,2010.0,2010,6,21995.0,15690.0,153.0,34935,53007.0,53007.0,98800.0,2520.0,0,1,0
511,106591.0,0,2014.0,2016,0,5906.0,22960.0,4.0,36850,1509.0,30174.0,36800.0,1786.0,0,0,0
705,85000.0,0,2015.0,2016,8,18225.0,14330.0,96.0,53694,11693.0,21209.0,35800.0,682.0,0,0,1
190,114824.0,0,2015.0,2015,9,4652.0,16940.0,19.0,43096,1474.0,29461.0,18288.0,2384.0,0,0,0
177,105000.0,0,2017.0,2018,2,45761.0,19820.0,115.0,45289,44135.0,37239.0,96800.0,740.0,0,0,1
728,145949.0,0,2008.0,2008,8,14045.0,15320.0,200.0,32121,76747.0,76747.0,67000.0,3573.0,0,1,0
182,114824.0,0,2015.0,2015,8,10198.0,7880.0,60.0,56989,5000.0,18294.0,12800.0,508.0,0,0,1
744,90000.0,0,2016.0,2016,8,22760.0,12950.0,84.0,50991,16606.0,16606.0,40800.0,744.0,0,0,1
143,5500.0,1,2022.0,2023,6,356013.0,65680.0,350.0,107001,351990.0,187268.0,740800.0,3922.0,0,0,1
207,10000.0,0,2023.0,2023,2,102182.0,19400.0,96.0,88020,42354.0,35967.0,202088.0,586.0,1,0,1
94,22388.0,1,2018.0,2018,6,141496.0,56820.0,269.0,45289,176081.0,113378.0,316888.0,1796.0,0,0,1
388,63445.0,1,2017.0,2017,8,25139.0,15820.0,96.0,51106,18073.0,22195.0,53288.0,682.0,0,0,1
121,141207.0,0,2010.0,2010,2,20181.0,12230.0,118.0,32914,36116.0,36116.0,75000.0,1366.0,0,1,0
111,5000.0,1,2022.0,2023,6,335099.0,65040.0,353.0,114009,326021.0,175464.0,728800.0,2364.0,0,0,1
601,118000.0,0,2015.0,2015,2,13164.0,15900.0,84.0,67601,13549.0,26106.0,21800.0,1144.0,0,0,1
368,83794.0,0,2018.0,2018,1,26129.0,15520.0,81.0,33798,17008.0,17008.0,73800.0,392.0,0,0,1
207,84637.0,0,2016.0,2016,2,26293.0,18000.0,90.0,51506,26041.0,27886.0,50300.0,740.0,0,0,1
404,149390.0,0,2007.0,2007,3,14531.0,12080.0,70.0,41994,9906.0,9914.0,41800.0,313.0,0,1,0
579,106591.0,0,2016.0,2016,8,48618.0,28840.0,175.0,56000,62006.0,50003.0,89788.0,1210.0,0,0,1
206,145949.0,0,2008.0,2008,6,15336.0,24970.0,165.0,38712,26352.0,26352.0,99000.0,1815.0,0,1,0
143,130000.0,0,2015.0,2016,7,26611.0,16760.0,90.0,59200,32489.0,32492.0,41000.0,740.0,0,0,1
221,122415.0,1,2011.0,2012,1,35647.0,9490.0,90.0,47765,22309.0,22309.0,70800.0,965.0,0,1,0
