make,model,manufactured,type_of_vehicle,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,reg_year,car_age,almost new car,coe car,consignment car,direct owner sale,electric cars,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars,omv_arf_ratio,dereg_coe_ratio
88,156.0,2010.0,3,80.0,1598.0,2.0,9760.0,32875.0,1113.0,19131.0,105538.36538098755,16716.0,16716.0,56800.0,2010,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5819315589353612
51,192.0,2007.0,2,135.0,1796.0,5.0,16650.0,52660.0,1461.0,13850.0,139346.67334291653,41813.0,45995.0,43800.0,2007,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9090770735949559,0.26300797569312573
8,23.0,2015.0,1,85.0,1496.0,4.0,16180.0,45504.0,1082.0,18910.0,127000.0,26713.0,19399.0,39000.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.377029743801227,0.4155678621659634
88,313.0,2007.0,4,125.0,2362.0,5.0,14360.0,50972.0,2457.0,15543.0,171876.0,27562.0,30319.0,43800.0,2007,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9090669217322471,0.3049321195950718
31,169.0,2009.0,3,89.0,1591.0,1.0,10180.0,26175.0,1107.0,12550.0,160000.0,11465.0,4354.0,48800.0,2009,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.633210840606339,0.4794651384909265
51,157.0,2015.0,6,335.0,4663.0,3.0,69390.0,47604.0,4988.0,147469.0,54500.0,145523.0,233942.0,233888.0,2016,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6220473450684357,3.097827913620704
78,694.0,2019.0,2,132.0,1798.0,2.0,15220.0,37989.0,976.0,41882.0,82000.0,26624.0,29274.0,99000.0,2019,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9094759855161577,1.1024770328252915
22,75.0,2016.0,6,493.0,3902.0,3.0,175350.0,56206.0,3796.0,277919.0,41600.0,259571.0,439228.0,668800.0,2017,7,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.5909709763494131,4.9446500373625595
51,375.0,2019.0,8,90.0,1595.0,1.0,18130.0,37334.0,740.0,43860.0,71000.0,24856.0,26799.0,128800.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9274972946751745,1.1748004499919644
83,347.0,2017.0,8,110.0,1995.0,2.0,14560.0,54406.0,1208.0,23986.0,95000.0,14835.0,14835.0,47800.0,2017,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.44087049222512226
93,774.0,2015.0,8,180.0,1969.0,2.0,20190.0,60101.0,1176.0,28808.0,96402.24233386073,34851.0,40792.0,41800.0,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8543586977838792,0.479326467113692
8,486.0,2022.0,6,375.0,2993.0,2.0,48780.0,110000.0,2378.0,214113.0,4000.0,103705.0,168151.0,488888.0,2022,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.6167373372742356,1.9464818181818182
51,157.0,2017.0,2,90.0,1595.0,1.0,18460.0,37000.0,740.0,30682.0,76688.0,31134.0,25588.0,82888.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2167422229169924,0.8292432432432433
88,406.0,2008.0,8,118.0,2362.0,2.0,11810.0,36888.0,2457.0,14927.0,118000.0,26281.0,26281.0,47800.0,2008,16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.40465734114075036
51,157.0,2020.0,8,200.0,1991.0,2.0,28540.0,34900.0,1202.0,86914.0,56000.0,64559.0,88207.0,213888.0,2020,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.7319033636786196,2.490372492836676
29,653.0,2016.0,7,97.0,1496.0,2.0,15130.0,51506.0,682.0,17050.0,93000.0,18966.0,8966.0,38800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.115324559446799,0.3310293946336349
59,432.0,2018.0,2,121.0,1490.0,2.0,13190.0,40512.0,680.0,48092.0,57000.0,32045.0,36863.0,85000.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8692998399479153,1.187105055292259
53,235.0,2019.0,6,225.0,1998.0,2.0,26770.0,42020.0,1210.0,68431.0,54000.0,48454.0,59836.0,180000.0,2020,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8097800655124006,1.6285340314136125
83,430.0,2017.0,3,84.0,1600.0,2.0,13230.0,47112.0,744.0,23915.0,96732.0,13102.0,13102.0,49800.0,2017,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.5076201392426558
51,375.0,2019.0,8,90.0,1595.0,1.0,16920.0,32699.0,740.0,43808.0,117000.0,28512.0,31917.0,118800.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.893317041075289,1.339735160096639
14,196.0,2015.0,1,88.0,1560.0,1.0,13550.0,46651.0,1144.0,13741.0,87342.67625273955,23684.0,10158.0,28800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.3315613309706635,0.29454888426829007
51,221.0,2023.0,2,96.0,1332.0,1.0,20660.0,104000.0,586.0,111031.0,7734.0,32220.0,37108.0,208800.0,2023,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.8682763824512234,1.0676057692307692
58,584.0,2015.0,8,85.0,1197.0,2.0,12990.0,46651.0,508.0,15324.0,98764.48010049626,18454.0,13454.0,28800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3716366879738369,0.32848170457224923
49,41.0,2017.0,3,88.0,1496.0,1.0,11170.0,51600.0,682.0,23082.0,98600.0,15108.0,10108.0,40800.0,2017,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4946576968737633,0.44732558139534884
53,235.0,2016.0,6,135.0,1598.0,3.0,17010.0,56000.0,742.0,28637.0,77065.0,28400.0,31760.0,49800.0,2016,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.8942065491183879,0.511375
65,209.0,2011.0,8,220.0,3598.0,4.0,17920.0,40014.0,4651.0,25236.0,160000.0,89361.0,89361.0,113000.0,2011,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.6306792622582096
51,157.0,2019.0,6,470.0,3982.0,1.0,74070.0,35001.0,3922.0,205967.0,29500.0,152667.0,246801.0,565000.0,2020,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.6185833930980831,5.884603297048656
51,130.0,2018.0,1,120.0,1332.0,2.0,19570.0,31001.0,586.0,40399.0,83500.0,32368.0,37316.0,108800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8674027226926787,1.3031515112415728
51,129.0,2020.0,2,96.0,1332.0,1.0,17940.0,38786.0,586.0,52336.0,38000.0,31279.0,35791.0,135800.0,2021,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8739347880752144,1.3493528592791213
62,558.0,2016.0,10,100.0,1560.0,1.0,11530.0,38501.0,834.5649501343025,11624.0,77500.0,19160.0,958.0,34800.0,2017,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,0.3019142359938703
82,687.0,2015.0,4,114.0,1998.0,3.0,18430.0,60101.0,1810.0,23373.0,115000.0,26597.0,29236.0,37800.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9097345738131072,0.3888953594782117
29,220.0,2008.0,6,165.0,1998.0,6.0,24080.0,35411.0,1815.0,17269.0,139306.9641645693,35228.0,35228.0,117500.0,2010,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.4876733218491429
8,48.0,2012.0,2,100.0,1598.0,4.0,12390.0,74099.0,890.0,59279.0,170000.0,33238.0,28534.0,99888.0,2013,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1648559613093152,0.7999973009082444
51,157.0,2019.0,2,100.0,1332.0,1.0,20980.0,40690.0,586.0,62491.0,69800.0,41012.0,49417.0,155800.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8299168302406055,1.535782747603834
31,684.0,2022.0,4,200.0,3470.0,1.0,22370.0,115501.0,3122.0,133739.0,29000.0,35831.0,42164.0,218888.0,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8498007779148088,1.1579033947758028
31,169.0,2022.0,3,90.0,1598.0,1.0,14590.0,74989.0,742.0,64049.0,23000.0,19600.0,5000.0,119800.0,2022,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.92,0.8541119364173412
51,129.0,2015.0,1,90.0,1595.0,1.0,18400.0,43000.0,740.0,18707.0,91000.0,23253.0,19555.0,43800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.189107645103554,0.435046511627907
93,773.0,2018.0,8,185.0,1969.0,2.0,22260.0,37605.0,1176.0,32943.0,90096.0,25816.0,28143.0,100800.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9173151405322816,0.8760271240526526
4,593.0,2007.0,6,309.0,4163.0,6.0,37250.0,50972.0,6309.0,15571.0,105000.0,148684.0,163553.0,113800.0,2007,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9090875740585621,0.3054814407910225
65,210.0,2008.0,6,180.0,2687.0,3.0,22600.0,31553.0,3027.0,14350.0,140000.0,66899.0,66899.0,102800.0,2009,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.4547903527398346
8,763.0,2017.0,8,100.0,1499.0,3.0,17730.0,52000.0,684.0,37311.0,92672.0,31845.0,31583.0,73000.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0082956020644018,0.7175192307692307
88,273.0,2022.0,9,97.0,2755.0,1.0,11890.0,70589.0,2577.005767724747,70512.0,53560.48532784563,31608.0,1581.0,118800.0,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.992409867172675,0.9989091784838997
8,486.0,2001.0,6,316.0,3246.0,6.0,34910.0,34935.0,4155.0,22004.0,152576.298204974,74729.0,104621.0,219888.0,2001,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7142829833398648,0.6298554458279663
92,717.0,2016.0,4,110.0,1395.0,1.0,17030.0,53001.0,624.0,27188.0,121110.0,24573.0,21403.0,56800.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.1481100780264448,0.5129714533688043
62,42.0,2017.0,8,96.0,1199.0,1.0,13820.0,42900.0,508.0,24170.0,102000.0,23156.0,14419.0,54888.0,2017,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6059366114154934,0.5634032634032634
39,215.0,2021.0,3,93.0,1591.0,1.0,13930.0,72996.0,738.0,70886.0,51000.0,19825.0,19825.0,116800.0,2022,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.9710943065373445
8,49.0,2000.0,6,157.0,1895.0,6.0,15120.0,35411.0,1635.0,17279.0,149000.0,37334.0,52268.0,73800.0,2000,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7142802479528584,0.4879557199740194
88,791.0,2013.0,1,73.0,1329.0,2.0,11480.0,39241.0,584.0,38273.0,76952.0,22342.0,8279.0,55999.0,2014,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6986351008575915,0.9753319232435463
43,260.0,2020.0,8,221.0,1997.0,1.0,35700.0,62000.0,1210.0,100513.0,48000.0,58163.0,76694.0,285888.0,2021,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7583774480402639,1.6211774193548387
4,681.0,2015.0,8,260.0,2995.0,2.0,28710.0,69001.0,2380.0,50186.0,126300.0,58302.0,76944.0,73000.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7577199001871491,0.7273227924232982
44,729.0,2018.0,8,127.0,1987.0,2.0,19470.0,35906.0,1198.0,46503.0,90000.0,35007.0,41010.0,117000.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8536210680321873,1.295131732858018
53,235.0,2012.0,6,135.0,1598.0,4.0,10880.0,59179.0,965.0,45576.0,98300.0,28781.0,28781.0,83800.0,2012,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.7701380557292282
36,762.0,2005.0,2,114.0,2099.0,4.0,16610.0,50932.0,1995.0,8219.0,208000.0,35625.0,39188.0,26800.0,2006,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090793099928549,0.1613720254456923
93,636.0,2015.0,2,84.0,1560.0,1.0,13810.0,66000.0,1144.0,14209.0,68000.0,29416.0,18183.0,19800.0,2015,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6177748446350988,0.21528787878787878
4,579.0,2009.0,8,155.0,1984.0,6.0,14940.0,35411.0,1791.0,17279.0,146917.79930799658,44757.0,44757.0,72888.0,2009,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.4879557199740194
51,192.0,2007.0,2,135.0,1796.0,5.0,13580.0,50168.0,1461.0,17291.0,159000.0,34073.0,37481.0,46800.0,2007,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.909073930791601,0.34466193589539146
34,529.0,2019.0,9,0.0,1898.0,1.0,12250.0,25006.0,1326.6667794851562,16086.0,1800.0,26885.0,1345.0,78800.0,2020,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.98884758364312,0.6432856114532512
44,436.0,2021.0,2,232.0,3456.0,1.0,28010.0,46002.0,3100.0,79360.0,32000.0,51515.0,64727.0,220000.0,2021,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.7958811624206282,1.7251423851136907
62,81.0,2015.0,2,121.0,1598.0,3.0,13370.0,61103.0,742.0,21884.0,89800.0,27445.0,25423.0,30000.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0795342799826928,0.3581493543688526
53,547.0,2019.0,1,75.0,1499.0,2.0,16490.0,26170.0,684.0,25715.0,63000.0,26586.0,19221.0,86888.0,2019,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.3831746527235835,0.9826136797860145
29,746.0,2016.0,8,96.0,1496.0,4.0,12380.0,52668.0,682.0,18580.0,128575.0,21234.0,11728.0,33000.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.8105388813096863,0.3527758790916686
29,746.0,2016.0,8,96.0,1496.0,3.0,13940.0,53000.0,682.0,17192.0,87000.0,19704.0,9704.0,34800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2.030502885408079,0.32437735849056604
42,170.0,2012.0,6,515.0,6498.0,3.0,75410.0,83464.0,10213.0,65079.0,31000.0,383983.0,383983.0,588000.0,2012,12,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,0.7797253905875587
8,111.0,2016.0,2,240.0,2998.0,3.0,31070.0,51010.0,2384.0,74366.0,89000.0,80847.0,117525.0,118000.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6879132099553287,1.4578710056851598
29,546.0,2008.0,4,132.0,2354.0,3.0,11630.0,33018.0,2442.0,15831.0,139000.0,35427.0,35427.0,55800.0,2009,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.47946574595675084
8,4.0,2008.0,1,100.0,1995.0,5.0,16540.0,32279.0,1812.0,14008.0,140708.43226474363,31195.0,31195.0,71800.0,2008,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.43396635583506304
88,494.0,2008.0,2,158.0,2499.0,5.0,14740.0,33377.0,2697.0,14220.0,150089.02335558902,26492.0,26492.0,62800.0,2008,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.4260418851304791
88,438.0,2007.0,1,80.0,1496.0,3.0,10940.0,38655.0,1023.0,14488.0,160000.0,12227.0,12227.0,41000.0,2008,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.3748027422067003
29,220.0,2018.0,3,92.0,1597.0,1.0,15890.0,32699.0,742.0,27837.0,96988.0,20553.0,20775.0,75000.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9893140794223827,0.851310437628062
8,26.0,2019.0,2,103.0,1499.0,4.0,16570.0,37705.0,684.0,52845.0,86000.0,35697.0,41976.0,114888.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.8504145225843339,1.401538257525527
29,440.0,2016.0,3,110.0,1496.0,1.0,17150.0,38000.0,682.0,34273.0,89000.0,27417.0,30384.0,80800.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9023499210110585,0.901921052631579
4,582.0,2017.0,8,185.0,1984.0,2.0,30080.0,47501.0,1194.0,65745.0,85210.34595239318,59423.0,78962.0,130800.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7525518603885413,1.3840761247131639
49,14.0,2015.0,2,141.0,2488.0,2.0,14680.0,59889.0,1786.0,24355.0,101741.51575471103,26093.0,28531.0,35500.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9145490869580456,0.4066690043246673
49,41.0,2019.0,3,88.0,1496.0,1.0,15580.0,40609.0,682.0,34159.0,41785.0,24314.0,11040.0,104800.0,2021,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.202355072463768,0.841168213942722
31,169.0,2009.0,3,89.0,1591.0,5.0,9910.0,26175.0,1107.0,12356.0,179777.0,11657.0,11657.0,46777.0,2009,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.47205348615090736
51,191.0,2008.0,2,115.0,1796.0,6.0,11500.0,32279.0,1461.0,13416.0,153104.00593559357,35961.0,35961.0,47800.0,2008,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.41562625855819574
54,317.0,2007.0,6,206.0,1998.0,6.0,31160.0,50168.0,1815.0,16906.0,140339.58162426687,37986.0,41785.0,105000.0,2007,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090822065334451,0.3369877212565779
83,347.0,2018.0,8,110.0,1995.0,2.0,17250.0,38501.0,1208.0,23978.0,83333.0,13488.0,13488.0,74888.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.6227890184670528
88,203.0,2006.0,2,123.0,2362.0,3.0,12620.0,55187.0,2457.0,13033.0,165000.0,27160.0,29876.0,29800.0,2006,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9090909090909091,0.2361606900175766
51,157.0,2020.0,8,286.0,2999.0,1.0,35740.0,49778.0,2384.0,113426.0,61000.0,75330.0,107594.0,288800.0,2021,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7001319776195699,2.2786371489412995
8,763.0,2018.0,8,103.0,1499.0,4.0,16350.0,47390.0,684.0,43935.0,54867.0,35132.0,41185.0,79800.0,2018,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8530290154182348,0.9270943236969825
29,274.0,2024.0,4,242.0,1993.0,1.0,17630.0,96010.0,1204.0,116605.0,75.0,29100.0,27740.0,189800.0,2024,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0490266762797404,1.2145089053223623
65,557.0,2010.0,6,300.0,3605.0,6.0,18870.0,34935.0,4665.0,21995.0,125000.0,106927.0,106927.0,118800.0,2011,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6295978245312723
8,50.0,2010.0,2,100.0,1995.0,2.0,12040.0,32914.0,1691.0,19938.0,137000.0,29003.0,29003.0,72929.0,2010,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6057604666707176
29,746.0,2015.0,8,96.0,1496.0,3.0,15890.0,58700.0,682.0,9858.0,125000.0,18073.0,8073.0,19800.0,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.238696890870804,0.16793867120954004
85,315.0,2022.0,10,82.0,658.0,1.0,8750.0,41284.0,-509.822092644499,32948.0,64035.718606419854,14845.0,743.0,69800.0,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.979811574697173,0.7980815812421277
29,350.0,2018.0,4,101.0,1496.0,2.0,17870.0,36001.0,682.0,34690.0,69196.0,27803.0,20925.0,104800.0,2019,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.3286977299880525,0.9635843448793089
87,511.0,2023.0,2,208.0,2410.017971603642,2.0,19030.0,122110.0,2135.0,117136.0,14000.0,52068.0,25930.0,183800.0,2023,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.008021596606248,0.9592662353615593
58,543.0,2019.0,10,105.0,2488.0,1.0,13030.0,13416.0,2268.44188107832,6175.0,84621.48407600765,26445.0,1323.0,59988.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.988662131519273,0.46027131782945735
39,671.0,2021.0,8,148.0,2151.0,1.0,21200.0,91112.0,2052.0,101460.0,26000.0,33970.0,39558.0,186800.0,2022,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8587390666868902,1.1135745017121783
54,296.0,2019.0,8,120.0,1499.0,2.0,14980.0,48000.0,684.0,44351.0,119110.0,27165.0,30031.0,87800.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9045652825413739,0.9239791666666667
30,404.0,2008.0,8,180.0,3653.0,2.0,19170.0,39463.0,5112.0,22229.0,133000.0,28987.0,28987.0,108000.0,2010,14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.5632871297164432
78,642.0,2022.0,1,81.0,999.0,1.0,14220.0,92000.0,392.0,87739.0,7000.0,21612.0,7257.0,130800.0,2023,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2.9780901198842495,0.9536847826086956
93,638.0,2015.0,2,180.0,1969.0,1.0,13700.0,62101.0,1176.0,22506.0,82988.0,25596.0,27835.0,29800.0,2015,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9195617028920424,0.36240962303344554
39,690.0,2019.0,2,272.0,3342.0,2.0,24810.0,48010.0,2920.0,64579.0,72000.0,43153.0,52415.0,156800.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8232948583420776,1.3451156009164758
4,134.0,2020.0,2,110.0,1984.0,1.0,18820.0,40989.0,1194.0,52784.0,85855.0,32252.0,37153.0,133000.0,2020,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.868086022663042,1.2877601307667912
59,232.0,2023.0,10,98.0,2642.5339046766458,2.0,9150.0,24661.0,2687.0307575535107,23181.0,82460.56906620537,38946.0,1948.0,85999.0,2023,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19.99281314168378,0.9399862130489437
88,406.0,2018.0,8,170.0,1998.0,1.0,19110.0,37010.0,1210.0,41063.0,88000.0,35785.0,42099.0,91800.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8500201905033373,1.1095109429883816
83,760.0,2017.0,6,197.0,1998.0,1.0,25710.0,48209.0,1210.0,31957.0,102000.0,27311.0,30236.0,88800.0,2017,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9032610133615557,0.6628845236366654
51,157.0,2022.0,8,200.0,1991.0,1.0,25790.0,100684.0,1202.0,132423.0,50000.0,54820.0,70676.0,238800.0,2022,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.7756522723413889,1.3152338008025108
85,696.0,2020.0,1,82.0,998.0,3.0,12890.0,38504.0,392.0,35570.0,63000.0,15569.0,15569.0,87800.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0,0.9238001246623727
88,757.0,2015.0,4,105.0,1797.0,2.0,16990.0,49156.0,974.0,19840.0,112581.0,18393.0,18393.0,42800.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.40361298722434696
88,273.0,2019.0,9,97.0,2982.0,1.0,14810.0,27800.0,2880.0893996185423,14601.0,53000.0,27082.0,1355.0,77800.0,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.986715867158672,0.5252158273381295
93,773.0,2019.0,8,140.0,1969.0,2.0,20190.0,38602.0,1176.0,43580.0,94000.0,28071.0,31300.0,120800.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8968370607028754,1.1289570488575722
59,753.0,2023.0,10,98.0,2824.9009310279066,2.0,10830.0,27399.0,2999.624097687829,26964.0,10.0,49078.0,2454.0,106588.0,2024,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,19.99918500407498,0.984123508157232
88,757.0,2009.0,4,97.0,1794.0,4.0,11060.0,31933.0,1458.0,15013.0,130779.05670172226,18803.0,18803.0,52000.0,2009,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.4701406068956879
29,274.0,2016.0,4,129.0,2356.0,1.0,18870.0,57903.0,1630.0,33725.0,101706.0,31189.0,35665.0,58000.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8744988083555306,0.5824395972574823
58,200.0,2021.0,9,105.0,1998.0,1.0,8870.0,26924.0,1500.0247825075055,21193.0,75839.49281610642,23726.0,1187.0,69800.0,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.98820556023589,0.7871415837171297
8,50.0,2009.0,2,100.0,1995.0,3.4101020508469104,11660.0,37941.0,1812.0,19781.0,141000.0,35521.0,35521.0,60800.0,2009,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.5213621148625498
31,640.0,2016.0,8,138.0,2359.0,2.0,15620.0,56206.0,1634.0,32869.0,92000.0,29298.0,33018.0,52800.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8873341813556243,0.5847952175924278
58,542.0,2019.0,10,105.0,1598.0,1.0,9730.0,21444.0,780.1333779301374,12073.0,16518.0,16081.0,805.0,54800.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97639751552795,0.5630013057265436
51,190.0,2019.0,2,95.0,1497.0,1.0,20440.0,32699.0,684.0,46605.0,45642.0,32370.0,37318.0,135000.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8674098290369259,1.4252729441267318
88,536.0,2023.0,4,103.0,1797.0,1.0,20060.0,96010.0,904.9915895686488,110772.0,300.0,25649.0,22909.0,206988.0,2024,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.1196036492208303,1.153754817206541
8,3.0,2022.0,1,80.0,1499.0,2.0,18420.0,74989.0,684.0,88677.0,26000.0,32818.0,37946.0,166888.0,2022,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8648605913666789,1.1825334382376083
49,14.0,2018.0,2,121.0,1998.0,1.0,16440.0,39000.0,1210.0,26169.0,133000.0,18003.0,18003.0,70000.0,2018,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.671
51,174.0,2011.0,1,70.0,1498.0,6.0,11190.0,45272.0,889.0,31876.0,128328.0,24329.0,24329.0,78800.0,2011,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.7040996642516346
8,767.0,2018.0,8,185.0,1998.0,1.0,25490.0,31302.0,1210.0,63455.0,65000.0,55074.0,71134.0,146800.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7742289200663537,2.0271867612293146
